# ----------------------------------------
# 1 Master View
# Webanalytics_Analyse
# 20100101-20181217
# ----------------------------------------

Default Channel Grouping (Standard-Channelgruppierung),Alter,Land,Absprungrate,Nutzer,Seiten/Sitzung,Durchschnittl. Sitzungsdauer,Eindeutige Ereignisse,Hinzufügungen des Produkts zum Einkaufswagen,Purchase Completed (Abschlüsse für Zielvorhaben 1),E-Commerce-Conversion-Rate,Durchschn. Preis,Durchschn. Bestellwert,Gesamtwert,Umsatz
Organic Search,35-44,Brazil,"52,83 %",1.774,"4,96",00:03:05,1.472,382,14,"0,64 %","6,34 $","22,63 $","316,88 $","316,88 $"
Other Paid Search,25-34,United States,"52,74 %",750,"6,48",00:02:13,837,130,7,"0,75 %","11,34 $","18,03 $","126,23 $","126,23 $"
Organic Search,25-34,United Arab Emirates,"52,72 %",1.075,"2,90",00:01:38,469,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Brazil,"52,70 %",1.645,"5,20",00:02:17,1.219,252,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Ecuador,"52,69 %",180,"3,83",00:01:51,123,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,India,"52,69 %",5.388,"3,11",00:01:52,2.388,887,14,"0,22 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,China,"52,64 %",332,"4,47",00:04:37,289,115,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Switzerland,"52,64 %",325,"6,56",00:02:55,238,137,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Peru,"52,55 %",115,"2,95",00:02:34,7,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Uruguay,"52,55 %",130,"5,16",00:05:25,101,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Cambodia,"52,55 %",137,"1,90",00:00:38,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Mexico,"52,50 %",346,"7,03",00:03:14,418,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Greece,"52,41 %",115,"2,43",00:04:01,29,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Peru,"52,41 %",137,"4,61",00:01:24,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,South Africa,"52,41 %",151,"4,34",00:03:22,50,0,7,"4,22 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Argentina,"52,40 %",570,"4,18",00:01:47,404,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Belgium,"52,37 %",289,"4,87",00:01:50,195,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Colombia,"52,32 %",130,"4,01",00:04:56,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,France,"52,32 %",115,"2,34",00:01:38,29,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Philippines,"52,25 %",238,"3,09",00:02:44,72,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Portugal,"52,25 %",267,"2,52",00:01:29,65,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Turkey,"52,22 %",173,"3,57",00:02:41,58,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Nigeria,"52,22 %",173,"1,76",00:01:22,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Brazil,"52,20 %",902,"4,34",00:02:19,649,94,7,"0,60 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,United Kingdom,"52,16 %",2.907,"3,39",00:02:11,1.645,498,14,"0,60 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Philippines,"52,15 %",2.474,"1,89",00:00:49,252,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Generic Paid Search,45-54,United States,"52,14 %",1.075,"3,95",00:01:29,1.659,101,0,"1,03 %","27,64 $","36,40 $","509,62 $","509,62 $"
Affiliates,18-24,France,"52,11 %",252,"3,91",00:03:42,202,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,France,"52,11 %",310,"4,06",00:01:26,281,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Bulgaria,"52,11 %",281,"5,21",00:01:56,188,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Netherlands,"52,11 %",281,"2,48",00:02:57,130,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,Japan,"52,02 %",281,"2,52",00:01:11,130,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,France,"52,00 %",332,"2,69",00:01:57,159,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Pakistan,"51,79 %",195,"3,44",00:02:30,36,14,7,"3,59 %","25,76 $","25,76 $","180,33 $","180,33 $"
Organic Search,35-44,United Arab Emirates,"51,79 %",368,"3,46",00:02:20,151,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Pakistan,"51,79 %",390,"1,85",00:00:42,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,55-64,Canada,"51,68 %",238,"3,61",00:01:47,115,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Finland,"51,59 %",209,"4,87",00:04:05,281,36,7,"2,78 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,United Arab Emirates,"51,57 %",837,"2,24",00:01:06,144,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Russia,"51,48 %",1.125,"3,85",00:03:39,772,209,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Israel,"51,44 %",570,"2,63",00:01:42,195,58,7,"0,96 %","7,15 $","29,64 $","207,45 $","207,45 $"
Paid Search,45-54,United States,"51,33 %",7.459,"5,13",00:02:15,9.579,2.626,144,"1,48 %","10,30 $","154,58 $","22.260,07 $","22.260,07 $"
Organic Search,55-64,Australia,"51,33 %",483,"4,05",00:01:44,375,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Israel,"51,31 %",216,"4,13",00:02:45,173,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Spain,"51,29 %",310,"3,35",00:01:28,130,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,India,"51,29 %",1.226,"2,65",00:02:08,620,173,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Israel,"51,20 %",750,"3,38",00:01:00,361,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Japan,"51,09 %",6.081,"4,49",00:02:31,4.270,721,7,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,United Kingdom,"51,05 %",339,"2,83",00:01:18,137,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,(not set),"51,03 %",296,"3,83",00:04:25,202,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Argentina,"50,99 %",296,"3,52",00:02:47,188,36,7,"1,98 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Singapore,"50,92 %",952,"4,00",00:02:42,613,87,7,"0,59 %","153,54 $","153,54 $","1.074,78 $","1.074,78 $"
Organic Search,25-34,Thailand,"50,91 %",1.399,"5,27",00:02:38,945,137,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Brazil,"50,80 %",1.544,"3,47",00:03:40,1.241,195,14,"0,62 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,United Kingdom,"50,79 %",1.140,"3,52",00:02:52,786,274,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Paid Search,18-24,United States,"50,78 %",12.126,"5,02",00:02:05,12.299,2.539,245,"1,55 %","19,03 $","46,98 $","11.510,64 $","11.510,64 $"
Organic Search,18-24,South Korea,"50,74 %",801,"4,96",00:02:57,584,79,7,"0,74 %","37,40 $","192,36 $","1.346,50 $","1.346,50 $"
Direct,25-34,Romania,"50,66 %",469,"8,79",00:04:02,887,245,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Ireland,"50,66 %",801,"5,64",00:02:34,707,123,22,"2,72 %","75,02 $","75,02 $","2.175,45 $","2.175,45 $"
Organic Search,18-24,Ukraine,"50,57 %",527,"4,61",00:02:13,418,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Israel,"50,54 %",1.176,"3,40",00:01:56,858,188,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Turkey,"50,43 %",94,"1,88",00:00:26,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,Italy,"50,43 %",101,"2,83",00:00:55,43,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Singapore,"50,43 %",94,"3,63",00:02:31,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,55-64,France,"50,43 %",108,"3,39",00:01:55,22,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Belgium,"50,43 %",87,"5,14",00:01:49,72,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Albania,"50,43 %",115,"3,07",00:02:10,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Kuwait,"50,43 %",108,"1,70",00:00:24,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Japan,"50,35 %",1.753,"3,47",00:01:49,1.277,188,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Malaysia,"50,29 %",166,"2,38",00:03:24,36,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Qatar,"50,29 %",144,"2,04",00:01:10,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Kenya,"50,29 %",166,"2,17",00:01:48,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Russia,"50,20 %",216,"3,65",00:02:52,123,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,India,"50,16 %",281,"3,03",00:03:39,130,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Taiwan,"50,13 %",267,"7,00",00:04:08,361,137,7,"1,87 %","3,02 $","21,57 $","150,97 $","150,97 $"
Paid Search,45-54,Canada,"50,13 %",310,"3,93",00:01:50,613,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,South Africa,"50,13 %",361,"1,90",00:00:39,108,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,South Africa,"50,11 %",433,"3,68",00:02:45,173,79,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Philippines,"50,11 %",3.058,"1,88",00:00:46,317,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,Netherlands,"50,00 %",87,"2,33",00:02:52,94,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Slovakia,"50,00 %",130,"6,37",00:05:42,94,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Denmark,"50,00 %",123,"4,14",00:02:29,137,36,7,"7,45 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Thailand,"50,00 %",123,"2,72",00:00:37,50,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Lithuania,"50,00 %",296,"4,56",00:02:03,216,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Mexico,"50,00 %",1.313,"4,17",00:02:12,894,274,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Ireland,"50,00 %",123,"1,78",00:00:29,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Thailand,"50,00 %",108,"3,33",00:02:11,65,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Germany,"50,00 %",1.003,"3,85",00:03:00,555,130,7,"0,61 %","16,48 $","32,95 $","230,68 $","230,68 $"
Referral,25-34,Ukraine,"50,00 %",447,"2,69",00:02:50,123,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,45-54,France,"50,00 %",137,"3,07",00:03:50,43,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,United Arab Emirates,"50,00 %",830,"2,89",00:01:33,108,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Ireland,"50,00 %",144,"4,26",00:01:03,137,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Sri Lanka,"50,00 %",137,"2,10",00:01:46,7,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Japan,"49,94 %",772,"3,86",00:01:24,440,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Colombia,"49,90 %",1.948,"5,25",00:03:44,2.222,512,0,"0,24 %","17,36 $","134,74 $","943,21 $","943,21 $"
Paid Search,35-44,United States,"49,87 %",11.548,"5,30",00:02:23,13.691,3.837,440,"2,89 %","11,81 $","106,25 $","48.237,06 $","48.237,06 $"
Affiliates,18-24,Taiwan,"49,86 %",281,"3,94",00:05:13,267,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Morocco,"49,83 %",281,"3,31",00:02:49,238,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Slovakia,"49,83 %",303,"2,98",00:00:47,79,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,65+,Malaysia,"49,83 %",267,"1,90",00:01:10,43,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,55-64,Macedonia (FYROM),"49,69 %",144,"1,72",00:00:31,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,United Kingdom,"49,57 %",700,"3,63",00:02:05,397,94,7,"0,86 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,New Zealand,"49,54 %",635,"3,69",00:01:55,368,50,7,"0,92 %","8,99 $","61,93 $","433,52 $","433,52 $"
Direct,45-54,Malaysia,"49,50 %",101,"2,14",00:00:52,36,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,65+,Sweden,"49,50 %",94,"2,14",00:01:57,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,United Arab Emirates,"49,50 %",94,"5,22",00:02:37,101,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Sri Lanka,"49,43 %",87,"4,80",00:02:36,43,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Russia,"49,43 %",72,"3,90",00:02:13,101,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,65+,Singapore,"49,43 %",72,"3,40",00:02:01,43,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Russia,"49,43 %",87,"3,56",00:01:04,58,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,55-64,United Kingdom,"49,43 %",87,"3,40",00:00:58,50,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Guatemala,"49,43 %",87,"2,07",00:00:43,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,65+,Egypt,"49,43 %",87,"2,16",00:00:47,14,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Peru,"49,20 %",418,"2,71",00:03:06,245,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Japan,"49,17 %",714,"5,19",00:02:34,541,72,7,"0,77 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Mexico,"49,17 %",1.154,"4,76",00:02:45,1.306,390,7,"0,41 %","122,63 $","122,63 $","858,38 $","858,38 $"
Affiliates,25-34,Canada,"49,12 %",346,"3,05",00:01:15,130,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,India,"49,12 %",346,"4,00",00:02:27,245,144,7,"1,76 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Mexico,"49,04 %",1.839,"4,69",00:03:00,1.096,166,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Norway,"49,02 %",599,"3,88",00:02:44,397,72,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Australia,"48,96 %",1.190,"4,43",00:02:08,750,245,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Netherlands,"48,96 %",548,"4,72",00:04:47,375,130,7,"0,97 %","118,40 $","490,50 $","3.433,51 $","3.433,51 $"
Social,25-34,Pakistan,"48,95 %",1.291,"2,25",00:01:14,173,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Chile,"48,90 %",505,"6,75",00:03:16,599,202,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Taiwan,"48,86 %",1.702,"5,43",00:03:39,1.529,130,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Australia,"48,82 %",599,"2,82",00:01:02,317,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Nigeria,"48,75 %",281,"1,88",00:00:39,43,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Turkey,"48,71 %",664,"3,77",00:01:31,476,65,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Belarus,"48,71 %",260,"3,19",00:01:44,130,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,Spain,"48,69 %",216,"3,38",00:03:13,188,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Hungary,"48,69 %",238,"4,35",00:02:38,209,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Costa Rica,"48,69 %",202,"5,21",00:03:33,238,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,India,"48,68 %",808,"5,19",00:02:40,909,123,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Australia,"48,59 %",570,"5,48",00:03:22,527,224,7,"0,94 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Colombia,"48,58 %",577,"4,95",00:03:20,418,43,7,"0,91 %","36,06 $","36,06 $","252,39 $","252,39 $"
Direct,25-34,South Korea,"48,39 %",880,"3,99",00:02:41,447,43,29,"2,59 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Hong Kong,"48,39 %",995,"4,54",00:02:13,519,58,7,"0,63 %","19,02 $","195,69 $","1.369,80 $","1.369,80 $"
Organic Search,25-34,Qatar,"48,33 %",166,"4,09",00:01:28,87,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Greece,"48,33 %",159,"2,37",00:01:38,94,65,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Macedonia (FYROM),"48,32 %",368,"2,13",00:00:52,79,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Dominican Republic,"48,32 %",195,"6,85",00:03:46,303,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Philippines,"48,28 %",1.486,"4,16",00:02:38,974,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Mexico,"48,21 %",3.556,"5,49",00:02:58,3.722,1.154,14,"0,30 %","10,74 $","41,71 $","583,99 $","583,99 $"
Organic Search,45-54,South Korea,"48,21 %",108,"6,22",00:03:34,115,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,India,"48,11 %",3.397,"3,82",00:02:28,2.416,534,29,"0,69 %","0,37 $","0,37 $","10,82 $","10,82 $"
Organic Search,35-44,Japan,"48,11 %",3.174,"4,70",00:02:29,3.058,411,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,35-44,United States,"48,05 %",1.161,"4,34",00:04:05,822,159,7,"0,47 %","1,02 $","1,02 $","7,14 $","7,14 $"
Direct,25-34,Spain,"48,05 %",1.161,"4,83",00:04:37,1.046,310,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Romania,"47,98 %",317,"4,65",00:02:55,274,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,United Arab Emirates,"47,98 %",664,"2,33",00:01:04,123,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,18-24,India,"47,97 %",923,"3,09",00:03:05,476,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Philippines,"47,96 %",2.020,"4,11",00:02:57,1.515,108,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Philippines,"47,94 %",519,"3,77",00:02:47,231,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Japan,"47,79 %",2.395,"4,21",00:02:14,1.472,252,7,"0,25 %","9,99 $","38,11 $","266,75 $","266,75 $"
Organic Search,35-44,Thailand,"47,77 %",570,"7,62",00:03:49,591,72,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Japan,"47,70 %",1.226,"3,90",00:02:03,736,130,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Paid Search,25-34,United Kingdom,"47,68 %",115,"3,73",00:01:08,65,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,45-54,Brazil,"47,68 %",123,"4,34",00:01:42,108,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,45-54,Singapore,"47,68 %",123,"3,34",00:02:42,94,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,18-24,Spain,"47,59 %",151,"2,65",00:02:37,72,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Finland,"47,59 %",159,"4,08",00:00:48,58,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Egypt,"47,49 %",404,"4,29",00:04:48,332,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Switzerland,"47,45 %",238,"3,47",00:01:10,209,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,China,"47,45 %",137,"3,00",00:03:15,43,7,7,"5,11 %","122,63 $","245,25 $","1.716,76 $","1.716,76 $"
Direct,45-54,South Korea,"47,45 %",123,"3,90",00:02:59,72,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,55-64,Mexico,"47,45 %",130,"7,21",00:04:33,123,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,South Korea,"47,40 %",231,"3,87",00:02:14,94,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Japan,"47,33 %",3.910,"4,37",00:02:25,2.835,721,14,"0,29 %","16,76 $","92,98 $","1.301,78 $","1.301,78 $"
Social,18-24,Dominican Republic,"47,31 %",245,"3,58",00:01:54,231,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Kosovo,"47,31 %",260,"2,00",00:00:48,50,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,India,"47,30 %",1.407,"3,70",00:02:49,938,72,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Turkey,"47,27 %",1.659,"4,77",00:02:13,1.197,332,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Argentina,"47,26 %",519,"3,52",00:03:01,346,58,7,"1,07 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Malaysia,"47,24 %",577,"3,86",00:02:47,469,29,7,"0,90 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,France,"47,23 %",1.558,"4,03",00:02:36,1.111,195,29,"1,39 %","19,65 $","19,65 $","569,85 $","569,85 $"
Generic Paid Search,35-44,United States,"47,16 %",1.371,"6,66",00:02:06,2.683,368,14,"1,25 %","5,86 $","28,72 $","631,88 $","631,88 $"
Direct,25-34,Norway,"47,15 %",108,"4,16",00:02:28,65,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Norway,"47,15 %",94,"4,05",00:02:43,43,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Sweden,"47,12 %",310,"4,02",00:04:39,115,94,7,"3,66 %","24,96 $","76,68 $","1.073,48 $","1.073,48 $"
Organic Search,35-44,Ukraine,"47,12 %",296,"7,12",00:04:45,555,94,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Macedonia (FYROM),"47,12 %",353,"2,00",00:00:46,43,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Indonesia,"47,05 %",426,"3,11",00:01:51,166,79,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Paid Search,18-24,India,"47,01 %",267,"4,61",00:01:44,281,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,France,"46,99 %",671,"3,42",00:02:08,454,137,7,"0,84 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Mexico,"46,85 %",397,"5,32",00:03:22,368,101,7,"1,26 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,South Korea,"46,85 %",1.212,"5,26",00:02:27,1.125,195,7,"0,44 %","4,11 $","8,22 $","57,56 $","57,56 $"
Referral,45-54,Taiwan,"46,76 %",130,"3,11",00:01:26,130,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Netherlands,"46,76 %",346,"7,81",00:06:53,563,65,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,France,"46,76 %",375,"4,16",00:02:28,209,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
