Channel,Alter,Land,Absprungrate,Nutzer,Seiten/Sitzung,Sitzungsdauer,Eindeutige Ereignisse,Einkaufswagen,Purchase_Completed,Conversion_Rate,Preis,Betsellwert,Gesamtwert,Umsatz
959,Paid Search,25-34,United States,46.48,16684,5.49,00:02:25,19310,4328,483,2.18,6.52,121.9,58875.62,58875.62
960,Organic Search,25-34,Taiwan,46.37,3708,5.12,00:03:09,2943,310,0,0.0,0.0,0.0,0.0,0.0
961,Organic Search,18-24,Macedonia (FYROM),46.3,94,2.74,00:01:02,36,7,0,0.0,0.0,0.0,0.0,0.0
962,Organic Search,55-64,Taiwan,46.3,94,2.27,00:00:46,29,0,0,0.0,0.0,0.0,0.0,0.0
963,Referral,18-24,Norway,46.3,72,3.81,00:06:25,36,0,0,0.0,0.0,0.0,0.0,0.0
964,Referral,25-34,Pakistan,46.3,79,2.94,00:01:01,43,7,0,0.0,0.0,0.0,0.0,0.0
965,Direct,18-24,Thailand,46.26,224,8.24,00:02:49,195,58,0,0.0,0.0,0.0,0.0,0.0
966,Organic Search,25-34,Hong Kong,46.1,1847,5.71,00:02:50,1688,159,7,0.29,18.02,56.64,396.51,396.51
967,Organic Search,35-44,Singapore,45.99,1356,4.87,00:02:53,1616,397,0,0.0,0.0,0.0,0.0,0.0
968,Direct,25-34,Czechia,45.95,303,3.27,00:01:09,115,36,0,0.0,0.0,0.0,0.0,0.0
969,Organic Search,18-24,Romania,45.93,700,5.48,00:01:50,591,188,0,0.0,0.0,0.0,0.0,0.0
970,Affiliates,25-34,United Kingdom,45.88,476,2.9,00:01:25,252,65,0,0.0,0.0,0.0,0.0,0.0
971,Affiliates,45-54,United States,45.83,591,4.8,00:02:30,988,159,7,0.82,9.06,9.06,63.4,63.4
972,Organic Search,45-54,Hong Kong,45.77,368,4.91,00:03:13,368,79,0,0.0,0.0,0.0,0.0,0.0
973,Direct,25-34,Lebanon,45.74,79,5.45,00:02:04,79,14,0,0.0,0.0,0.0,0.0,0.0
974,Organic Search,55-64,Malaysia,45.74,94,2.22,00:01:18,7,0,0,0.0,0.0,0.0,0.0,0.0
975,Organic Search,65+,Japan,45.74,72,2.22,00:01:34,22,14,0,0.0,0.0,0.0,0.0,0.0
976,Referral,35-44,Portugal,45.74,87,3.46,00:00:50,36,0,0,0.0,0.0,0.0,0.0,0.0
977,Social,18-24,Oman,45.74,87,2.0,00:02:12,0,0,0,0.0,0.0,0.0,0.0,0.0
978,Social,35-44,Bahrain,45.74,87,2.15,00:00:49,29,0,0,0.0,0.0,0.0,0.0,0.0
979,Organic Search,25-34,Argentina,45.73,1385,4.15,00:02:36,1154,209,7,0.4,6.69,13.39,93.7,93.7
980,Affiliates,18-24,United Kingdom,45.66,137,3.13,00:01:24,36,7,0,0.0,0.0,0.0,0.0,0.0
981,Direct,45-54,Spain,45.66,151,3.38,00:02:35,79,14,0,0.0,0.0,0.0,0.0,0.0
982,Direct,65+,Canada,45.66,166,3.63,00:02:01,43,0,0,0.0,0.0,0.0,0.0,0.0
983,Organic Search,45-54,China,45.66,166,2.09,00:02:23,22,0,0,0.0,0.0,0.0,0.0,0.0
984,Referral,45-54,Germany,45.66,166,3.92,00:01:39,108,14,0,0.0,0.0,0.0,0.0,0.0
985,Direct,18-24,New Zealand,45.57,79,4.84,00:02:13,50,0,0,0.0,0.0,0.0,0.0,0.0
986,Organic Search,55-64,United Arab Emirates,45.57,79,4.11,00:01:05,29,0,0,0.0,0.0,0.0,0.0,0.0
987,Social,65+,Netherlands,45.57,79,2.92,00:01:10,29,0,0,0.0,0.0,0.0,0.0,0.0
988,Social,25-34,Bangladesh,45.54,671,2.54,00:01:05,180,29,0,0.0,0.0,0.0,0.0,0.0
989,Direct,25-34,Vietnam,45.29,368,4.97,00:02:54,231,50,0,0.0,0.0,0.0,0.0,0.0
990,Direct,18-24,Argentina,45.28,137,4.4,00:04:05,50,0,0,0.0,0.0,0.0,0.0,0.0
991,Direct,25-34,Bangladesh,45.28,159,3.77,00:01:38,72,0,0,0.0,0.0,0.0,0.0,0.0
992,Referral,35-44,Argentina,45.28,144,4.4,00:04:33,115,14,0,0.0,0.0,0.0,0.0,0.0
993,Referral,25-34,Italy,45.26,577,2.81,00:02:28,130,0,0,0.0,0.0,0.0,0.0,0.0
994,Direct,65+,United States,45.17,2496,5.37,00:02:50,2171,671,79,2.59,36.09,219.24,17320.35,17320.35
995,Direct,25-34,China,45.16,440,3.34,00:03:00,252,36,7,1.33,122.63,122.63,858.38,858.38
996,Referral,45-54,Spain,45.14,137,1.81,00:00:43,43,0,0,0.0,0.0,0.0,0.0,0.0
997,Social,45-54,Albania,45.14,137,1.75,00:00:37,22,0,0,0.0,0.0,0.0,0.0,0.0
998,Direct,35-44,Ireland,44.98,252,4.64,00:02:37,245,58,7,2.42,41.39,254.28,1779.95,1779.95
999,Referral,18-24,Poland,44.98,180,4.35,00:04:12,144,0,0,0.0,0.0,0.0,0.0,0.0
1000,Generic Paid Search,18-24,United States,44.87,1068,5.82,00:01:52,1760,137,7,0.59,16.35,90.78,635.49,635.49
1001,Organic Search,35-44,South Korea,44.78,591,4.57,00:03:01,498,94,0,0.0,0.0,0.0,0.0,0.0
1002,Other Paid Search,35-44,United States,44.71,664,5.21,00:01:53,1356,115,7,0.51,18.29,26.64,186.46,186.46
1003,Direct,35-44,Colombia,44.62,108,10.32,00:04:40,137,29,7,5.38,6.94,33.9,237.32,237.32
1004,Direct,35-44,Czechia,44.62,94,3.66,00:01:51,29,0,0,0.0,0.0,0.0,0.0,0.0
1005,Organic Search,45-54,Colombia,44.62,173,2.33,00:01:44,29,0,0,0.0,0.0,0.0,0.0,0.0
1006,Organic Search,55-64,Israel,44.62,180,3.22,00:00:39,79,22,0,0.0,0.0,0.0,0.0,0.0
1007,Organic Search,65+,China,44.62,115,3.83,00:04:45,79,14,0,0.0,0.0,0.0,0.0,0.0
1008,Referral,18-24,Indonesia,44.62,115,4.94,00:01:38,87,43,0,0.0,0.0,0.0,0.0,0.0
1009,Direct,18-24,Taiwan,44.54,822,4.92,00:03:20,649,123,14,1.06,17.76,63.44,888.17,888.17
1010,Direct,35-44,South Korea,44.49,361,5.89,00:03:41,339,65,14,3.08,0.0,0.0,0.0,0.0
1011,Referral,25-34,Spain,44.32,858,3.31,00:03:12,491,58,0,0.0,0.0,0.0,0.0,0.0
1012,Referral,25-34,Sweden,44.19,202,5.0,00:07:11,245,29,0,0.0,0.0,0.0,0.0,0.0
1013,Organic Search,35-44,Israel,44.15,692,4.38,00:03:01,620,115,0,0.0,0.0,0.0,0.0,0.0
1014,Organic Search,65+,Canada,44.14,534,4.78,00:02:04,447,29,0,0.0,0.0,0.0,0.0,0.0
1015,Organic Search,55-64,France,44.08,209,3.53,00:02:21,137,14,0,0.0,0.0,0.0,0.0,0.0
1016,Organic Search,35-44,Malaysia,44.07,692,3.94,00:02:20,505,79,0,0.0,0.0,0.0,0.0,0.0
1017,Referral,35-44,United Kingdom,43.91,1399,4.35,00:02:22,1233,202,29,1.24,165.3,270.5,5950.94,5950.94
1018,Direct,35-44,Romania,43.89,180,3.24,00:02:42,58,14,0,0.0,0.0,0.0,0.0,0.0
1019,Organic Search,18-24,(not set),43.77,260,5.03,00:04:42,252,87,0,0.0,0.0,0.0,0.0,0.0
1020,Organic Search,25-34,Venezuela,43.72,339,6.82,00:03:33,325,22,7,1.52,27.1,126.84,887.88,887.88
1021,Social,35-44,Belgium,43.72,216,4.62,00:03:37,87,7,0,0.0,0.0,0.0,0.0,0.0
1022,Organic Search,25-34,Saudi Arabia,43.67,440,6.93,00:04:11,411,209,7,1.21,19.87,110.9,776.29,776.29
1023,Referral,25-34,Australia,43.52,721,4.74,00:03:31,772,260,14,1.41,11.49,24.59,344.29,344.29
1024,Affiliates,25-34,Sweden,43.48,79,3.26,00:03:20,87,43,0,0.0,0.0,0.0,0.0,0.0
1025,Direct,18-24,South Africa,43.48,115,1.95,00:00:35,58,0,0,0.0,0.0,0.0,0.0,0.0
1026,Referral,18-24,Australia,43.37,144,4.26,00:03:21,58,22,0,0.0,0.0,0.0,0.0,0.0
1027,Direct,35-44,Italy,43.26,476,5.13,00:02:14,404,58,14,2.62,0.0,0.0,0.0,0.0
1028,Referral,25-34,Poland,43.26,426,4.24,00:03:00,289,123,7,1.31,11.28,140.18,981.29,981.29
1029,Affiliates,25-34,United States,43.17,2301,3.84,00:02:59,1565,166,14,0.48,14.42,14.42,201.9,201.9
1030,Social,25-34,Canada,43.14,1060,3.8,00:02:45,1010,108,7,0.49,205.06,205.06,1435.44,1435.44
1031,Direct,35-44,Spain,43.13,757,3.47,00:02:27,303,50,7,0.84,0.0,0.0,0.0,0.0
1032,Direct,18-24,Czechia,43.05,144,4.54,00:02:07,101,22,0,0.0,0.0,0.0,0.0,0.0
1033,Referral,35-44,Colombia,43.05,87,3.11,00:03:39,72,7,0,0.0,0.0,0.0,0.0,0.0
1034,Referral,35-44,Israel,42.86,188,4.12,00:02:14,101,7,0,0.0,0.0,0.0,0.0,0.0
1035,Direct,35-44,Nigeria,42.57,87,2.0,00:01:23,29,7,0,0.0,0.0,0.0,0.0,0.0
1036,Organic Search,35-44,Dominican Republic,42.57,79,5.07,00:07:00,72,43,0,0.0,0.0,0.0,0.0,0.0
1037,Social,35-44,Mongolia,42.57,101,1.86,00:00:36,7,0,0,0.0,0.0,0.0,0.0,0.0
1038,Referral,18-24,United Kingdom,42.52,534,4.88,00:02:58,426,87,29,4.62,11.78,137.69,3992.9,3992.9
1039,Referral,25-34,Russia,42.5,729,3.97,00:04:36,397,87,0,0.0,0.0,0.0,0.0,0.0
1040,Generic Paid Search,25-34,United States,42.48,1551,8.82,00:03:27,3542,426,7,1.09,24.56,38.36,843.95,843.95
1041,Affiliates,35-44,Russia,42.34,108,3.37,00:02:02,87,22,0,0.0,0.0,0.0,0.0,0.0
1042,Direct,25-34,Austria,42.34,123,1.84,00:01:11,0,0,0,0.0,0.0,0.0,0.0,0.0
1043,Organic Search,18-24,Slovenia,42.34,123,4.11,00:00:53,108,29,0,0.0,0.0,0.0,0.0,0.0
1044,Social,25-34,Kuwait,42.34,123,2.21,00:01:42,29,7,0,0.0,0.0,0.0,0.0,0.0
1045,Organic Search,18-24,Sri Lanka,42.32,584,3.9,00:02:35,426,79,0,0.0,0.0,0.0,0.0,0.0
1046,Organic Search,55-64,Netherlands,42.15,281,4.28,00:01:55,224,65,0,0.0,0.0,0.0,0.0,0.0
1047,Referral,25-34,Philippines,42.15,224,3.6,00:02:43,231,7,0,0.0,0.0,0.0,0.0,0.0
1048,Direct,25-34,Thailand,42.15,462,8.77,00:04:00,527,50,14,2.55,0.0,0.0,0.0,0.0
1049,Direct,25-34,Hong Kong,42.07,426,8.54,00:04:20,830,274,0,0.0,0.0,0.0,0.0,0.0
1050,Referral,25-34,Indonesia,42.02,180,3.8,00:01:31,137,7,0,0.0,0.0,0.0,0.0,0.0
1051,Direct,18-24,Singapore,41.97,216,5.4,00:03:36,180,7,0,0.0,0.0,0.0,0.0,0.0
1052,Direct,35-44,Malaysia,41.97,202,3.4,00:02:53,79,7,0,0.0,0.0,0.0,0.0,0.0
1053,Direct,25-34,Hungary,41.96,188,5.05,00:02:44,195,22,14,6.25,76.77,76.77,1074.78,1074.78
1054,Direct,35-44,Thailand,41.96,202,4.73,00:02:17,65,0,0,0.0,0.0,0.0,0.0,0.0
1055,Organic Search,45-54,New Zealand,41.83,325,6.17,00:02:28,317,65,0,0.0,0.0,0.0,0.0,0.0
1056,Affiliates,25-34,Poland,41.63,188,2.66,00:00:59,50,0,0,0.0,0.0,0.0,0.0,0.0
1057,Referral,18-24,Hong Kong,41.63,144,8.63,00:03:33,180,65,7,3.35,5.95,343.19,2402.31,2402.31
1058,Referral,35-44,Netherlands,41.62,296,5.44,00:03:16,252,137,0,0.0,0.0,0.0,0.0,0.0
1059,Social,25-34,South Africa,41.62,317,2.46,00:01:32,79,0,0,0.0,0.0,0.0,0.0,0.0
1060,Direct,25-34,Australia,41.6,851,4.0,00:02:17,635,151,7,0.71,0.0,0.0,0.0,0.0
1061,Direct,25-34,Belgium,41.57,397,4.52,00:01:51,310,50,0,0.0,0.0,0.0,0.0,0.0
1062,Referral,35-44,Sweden,41.55,195,6.24,00:05:47,231,79,7,2.36,122.63,122.63,858.38,858.38
1063,Direct,25-34,Switzerland,41.45,577,4.71,00:02:43,786,87,0,0.0,0.0,0.0,0.0,0.0
1064,Direct,35-44,Poland,41.39,289,4.73,00:03:58,267,72,7,1.67,7.48,83.67,585.72,585.72
1065,Referral,25-34,China,41.39,310,6.97,00:04:18,332,43,7,1.67,33.7,33.66,235.59,235.59
1066,Affiliates,35-44,Singapore,41.38,72,5.06,00:07:35,72,29,0,0.0,0.0,0.0,0.0,0.0
1067,Direct,45-54,Canada,41.32,902,5.79,00:04:00,692,159,22,1.88,173.12,228.2,5020.43,5020.43
1068,Direct,35-44,Hong Kong,41.09,252,4.64,00:03:59,224,0,0,0.0,0.0,0.0,0.0,0.0
1069,Referral,25-34,India,41.02,1731,4.77,00:02:58,1356,332,7,0.33,12.56,112.21,785.45,785.45
1070,Organic Search,25-34,Egypt,40.93,252,5.9,00:03:27,281,36,0,0.0,0.0,0.0,0.0,0.0
1071,Referral,35-44,Germany,40.88,411,5.55,00:03:37,418,209,22,4.01,10.03,457.27,10059.84,10059.84
1072,Direct,35-44,Taiwan,40.7,1039,4.91,00:03:41,1082,195,7,0.49,81.41,162.81,1139.7,1139.7
1073,Organic Search,18-24,Bosnia & Herzegovina,40.65,115,7.57,00:03:05,94,0,0,0.0,0.0,0.0,0.0,0.0
1074,Social,18-24,Sri Lanka,40.65,115,3.17,00:01:55,58,22,0,0.0,0.0,0.0,0.0,0.0
1075,Referral,25-34,Brazil,40.65,1089,5.7,00:03:44,1096,202,29,1.01,136.72,214.85,3007.93,3007.93
1076,Direct,35-44,Singapore,40.53,440,5.99,00:04:16,454,87,7,1.23,0.0,0.0,0.0,0.0
1077,Referral,18-24,Italy,40.51,166,3.77,00:02:38,108,14,0,0.0,0.0,0.0,0.0,0.0
1078,Direct,18-24,United Arab Emirates,40.28,72,4.9,00:06:42,29,0,0,0.0,0.0,0.0,0.0,0.0
1079,Direct,45-54,Germany,40.28,216,3.64,00:01:41,123,29,0,0.0,0.0,0.0,0.0,0.0
1080,Organic Search,18-24,Latvia,40.28,108,5.91,00:03:19,123,29,0,0.0,0.0,0.0,0.0,0.0
1081,Organic Search,55-64,Portugal,40.28,144,2.2,00:00:23,115,0,0,0.0,0.0,0.0,0.0,0.0
1082,Referral,45-54,Australia,40.28,151,5.28,00:03:51,137,7,0,0.0,0.0,0.0,0.0,0.0
1083,Direct,18-24,Israel,40.27,252,3.93,00:02:47,252,50,0,0.0,0.0,0.0,0.0,0.0
1084,Referral,45-54,Canada,40.27,303,8.87,00:02:56,447,252,7,1.87,3.56,990.28,6931.95,6931.95
1085,Organic Search,45-54,Czechia,40.0,166,3.49,00:01:45,137,0,0,0.0,0.0,0.0,0.0,0.0
1086,Direct,25-34,Taiwan,39.85,2431,5.41,00:03:35,2106,346,0,0.0,0.0,0.0,0.0,0.0
1087,Direct,35-44,Bulgaria,39.81,94,2.81,00:01:49,22,14,0,0.0,0.0,0.0,0.0,0.0
1088,Referral,18-24,Belgium,39.81,79,5.47,00:08:24,43,29,0,0.0,0.0,0.0,0.0,0.0
1089,Referral,25-34,Argentina,39.5,202,6.58,00:03:00,303,137,7,2.94,5.76,35.39,247.7,247.7
1090,Direct,18-24,Colombia,39.11,166,6.07,00:06:51,123,14,0,0.0,0.0,0.0,0.0,0.0
1091,Referral,35-44,Mexico,39.11,166,3.93,00:03:49,123,36,7,0.0,0.0,0.0,0.0,0.0
1092,Affiliates,25-34,Brazil,38.97,332,2.88,00:02:41,180,14,0,0.0,0.0,0.0,0.0,0.0
1093,Direct,18-24,Hong Kong,38.85,188,9.06,00:05:30,411,14,0,0.0,0.0,0.0,0.0,0.0
1094,Referral,25-34,Mexico,38.58,469,5.28,00:02:38,541,144,14,1.1,1.65,277.93,1945.49,1945.49
1095,Direct,35-44,Peru,38.46,115,9.6,00:06:29,137,94,0,0.0,0.0,0.0,0.0,0.0
1096,Direct,45-54,Sweden,38.46,108,4.22,00:09:31,22,0,0,0.0,0.0,0.0,0.0,0.0
1097,Organic Search,18-24,El Salvador,38.46,115,6.55,00:01:39,94,0,0,0.0,0.0,0.0,0.0,0.0
1098,Organic Search,35-44,Saudi Arabia,38.46,108,10.1,00:08:19,188,87,0,0.0,0.0,0.0,0.0,0.0
1099,Referral,25-34,Portugal,38.41,115,2.58,00:01:56,43,7,0,0.0,0.0,0.0,0.0,0.0
1100,Organic Search,25-34,Puerto Rico,38.37,144,8.6,00:06:46,447,151,7,2.86,18.71,211.17,1478.21,1478.21
1101,Direct,25-34,Algeria,38.3,72,2.53,00:00:54,36,7,0,0.0,0.0,0.0,0.0,0.0
1102,Organic Search,55-64,Czechia,38.3,72,5.52,00:03:30,79,14,0,0.0,0.0,0.0,0.0,0.0
1103,Referral,18-24,Mexico,38.3,79,4.22,00:02:07,50,43,7,7.45,153.54,307.08,2149.55,2149.55
1104,Social,65+,Cambodia,38.3,79,2.3,00:01:04,14,0,0,0.0,0.0,0.0,0.0,0.0
1105,Organic Search,55-64,Japan,37.95,245,4.88,00:03:23,267,29,0,0.0,0.0,0.0,0.0,0.0
1106,Direct,55-64,United States,37.89,5345,6.3,00:03:21,5771,1652,231,3.02,23.74,119.02,24875.74,24875.74
1107,Direct,18-24,Canada,37.8,1342,4.9,00:02:32,1298,361,22,1.28,142.42,278.37,6124.06,6124.06
1108,Social,35-44,United States,37.72,9637,4.04,00:02:12,4595,692,94,0.92,40.48,79.98,8077.78,8077.78
1109,Organic Search,35-44,Taiwan,37.71,1710,5.52,00:03:19,1558,209,7,0.3,28.84,136.62,956.33,956.33
1110,Direct,35-44,New Zealand,37.57,130,3.84,00:01:50,94,0,7,4.05,0.0,0.0,0.0,0.0
1111,Organic Search,45-54,Singapore,37.26,469,4.03,00:02:00,339,36,0,0.0,0.0,0.0,0.0,0.0
1112,Direct,35-44,Canada,37.23,1976,5.92,00:03:32,2236,527,108,3.88,113.82,257.05,29560.83,29560.83
1113,Organic Search,25-34,Dominican Republic,36.92,188,7.95,00:04:18,267,87,0,0.0,0.0,0.0,0.0,0.0
1114,Organic Search,55-64,Canada,36.8,945,6.99,00:03:11,938,180,7,0.71,14.42,28.83,201.83,201.83
1115,Affiliates,25-34,Czechia,36.71,72,2.84,00:01:49,7,0,0,0.0,0.0,0.0,0.0,0.0
1116,Organic Search,55-64,Peru,36.71,79,2.47,00:02:19,14,0,0,0.0,0.0,0.0,0.0,0.0
1117,Referral,18-24,Philippines,36.71,79,3.92,00:02:16,43,14,0,0.0,0.0,0.0,0.0,0.0
1118,Direct,45-54,United States,36.67,12544,6.47,00:03:40,15213,4869,613,3.65,13.42,182.02,111575.46,111575.46
1119,Organic Search,45-54,Argentina,36.57,195,4.91,00:02:40,188,58,0,0.0,0.0,0.0,0.0,0.0
1120,Social,55-64,Bangladesh,36.5,137,3.0,00:01:26,36,7,0,0.0,0.0,0.0,0.0,0.0
1121,Referral,25-34,New Zealand,36.48,101,4.04,00:03:58,130,7,0,0.0,0.0,0.0,0.0,0.0
1122,Direct,18-24,United States,36.28,20204,5.91,00:03:19,24020,5525,822,3.05,18.8,138.34,116761.15,116761.15
1123,Paid Search,25-34,India,36.28,216,3.75,00:00:56,216,22,0,0.0,0.0,0.0,0.0,0.0
1124,Referral,18-24,Singapore,36.15,180,7.6,00:04:09,267,87,7,2.69,14.69,96.97,678.77,678.77
1125,Referral,35-44,Brazil,36.14,519,4.85,00:02:41,570,94,14,2.06,183.34,471.44,6600.14,6600.14
1126,Referral,25-34,United Kingdom,36.1,2424,5.34,00:02:53,2604,620,29,0.72,10.53,70.13,1542.77,1542.77
1127,Direct,18-24,Romania,35.64,274,3.83,00:01:55,267,87,0,0.0,0.0,0.0,0.0,0.0
1128,Referral,18-24,Argentina,35.64,79,4.36,00:03:06,50,7,0,0.0,0.0,0.0,0.0,0.0
1129,Referral,35-44,Poland,35.51,202,6.57,00:02:13,188,65,0,0.0,0.0,0.0,0.0,0.0
1130,Social,45-54,United States,35.45,7350,3.67,00:02:14,2813,555,43,0.63,30.9,62.16,3107.84,3107.84
1131,Referral,18-24,Taiwan,35.44,390,5.01,00:04:37,397,72,0,0.0,0.0,0.0,0.0,0.0
1132,Direct,55-64,India,35.23,245,4.55,00:03:37,188,22,0,0.0,0.0,0.0,0.0,0.0
1133,Social,55-64,United States,35.21,5410,3.51,00:02:14,1291,159,7,0.12,9.78,19.56,136.91,136.91
1134,Referral,45-54,United Kingdom,34.84,296,5.31,00:02:00,368,94,7,1.98,5.85,362.11,2534.74,2534.74
1135,Organic Search,65+,United States,34.7,5569,5.86,00:02:47,6449,837,72,1.16,10.83,40.25,2898.29,2898.29
1136,Organic Search,18-24,Puerto Rico,34.57,166,3.99,00:01:32,115,7,0,0.0,0.0,0.0,0.0,0.0
1137,Referral,35-44,Singapore,34.42,303,8.99,00:05:14,692,224,50,9.31,65.56,230.23,9899.78,9899.78
1138,Social,65+,United States,34.07,3397,3.72,00:02:15,1118,101,7,0.2,3.08,3.08,21.57,21.57
1139,Direct,25-34,United States,33.67,49519,6.43,00:03:38,66275,19800,3506,4.78,10.08,190.08,643039.85,643039.85
1140,Social,25-34,United States,33.63,16756,3.99,00:02:09,7552,1053,137,0.75,55.13,130.06,17818.28,17818.28
1141,Direct,25-34,(not set),33.33,79,3.87,00:01:42,79,0,0,0.0,0.0,0.0,0.0,0.0
1142,Direct,35-44,Morocco,33.33,72,2.32,00:00:50,50,22,0,0.0,0.0,0.0,0.0,0.0
1143,Direct,35-44,Norway,33.33,108,7.29,00:04:22,325,137,7,3.59,0.0,0.0,0.0,0.0
1144,Organic Search,18-24,Finland,33.33,101,7.01,00:02:58,87,7,0,0.0,0.0,0.0,0.0,0.0
1145,Referral,18-24,Vietnam,33.33,87,1.99,00:01:28,14,0,0,0.0,0.0,0.0,0.0,0.0
1146,Social,35-44,Georgia,33.33,79,1.91,00:00:23,22,7,0,0.0,0.0,0.0,0.0,0.0
1147,Social,55-64,Albania,33.33,79,2.4,00:00:48,14,0,0,0.0,0.0,0.0,0.0,0.0
1148,Organic Search,45-54,Canada,32.88,2344,7.17,00:03:19,3001,692,14,0.52,82.43,82.43,1154.05,1154.05
1149,Referral,25-34,Singapore,32.8,902,7.11,00:04:24,1522,757,22,1.03,120.95,371.48,5200.69,5200.69
1150,Referral,25-34,Taiwan,32.69,1262,6.73,00:06:31,1565,404,7,0.0,0.0,0.0,0.0,0.0
1151,Organic Search,45-54,Israel,32.58,231,7.52,00:04:11,498,195,0,0.0,0.0,0.0,0.0,0.0
1152,Organic Search,55-64,United States,32.53,9594,6.59,00:03:14,12140,2416,260,2.23,8.43,46.74,12151.25,12151.25
1153,Direct,25-34,Canada,32.53,3001,6.89,00:03:40,3441,757,151,3.94,15.59,275.93,41665.78,41665.78
1154,Branded Paid Search,55-64,United States,32.22,137,7.69,00:03:21,332,14,0,0.0,0.0,0.0,0.0,0.0
1155,Organic Search,45-54,Philippines,32.18,144,5.64,00:03:06,144,0,0,0.0,0.0,0.0,0.0,0.0
1156,Referral,35-44,Malaysia,32.18,79,6.07,00:05:18,137,94,7,3.47,77.71,244.22,1709.54,1709.54
1157,Affiliates,25-34,Mexico,32.14,151,4.16,00:04:33,173,43,0,0.0,0.0,0.0,0.0,0.0
1158,Direct,35-44,United States,31.87,31847,6.53,00:03:38,42364,13554,2604,5.9,17.66,181.57,492422.08,492422.08
1159,Referral,25-34,Switzerland,31.86,527,5.43,00:01:58,606,94,14,2.13,12.59,81.6,1142.44,1142.44
1160,Referral,35-44,Australia,31.81,418,6.76,00:04:31,606,224,22,2.37,50.5,284.99,3989.87,3989.87
1161,Direct,35-44,Russia,31.72,317,4.65,00:04:56,339,36,0,0.0,0.0,0.0,0.0,0.0
1162,Social,25-34,Ghana,31.45,159,2.4,00:02:45,22,7,0,0.0,0.0,0.0,0.0,0.0
1163,Direct,25-34,Belarus,31.39,115,4.37,00:02:29,123,29,0,0.0,0.0,0.0,0.0,0.0
1164,Organic Search,35-44,Ecuador,31.3,101,12.61,00:05:49,289,130,0,0.0,0.0,0.0,0.0,0.0
1165,Social,25-34,Oman,30.85,173,3.22,00:01:51,0,0,0,0.0,0.0,0.0,0.0,0.0
1166,Organic Search,18-24,United States,30.75,59719,6.43,00:03:09,74102,16244,1414,1.74,9.89,63.45,86989.18,86989.18
1167,Social,18-24,United States,30.71,18574,3.95,00:02:10,7163,527,50,0.26,33.19,71.32,3566.17,3566.17
1168,Referral,35-44,Ireland,30.67,325,4.77,00:03:17,252,43,7,1.87,122.63,122.63,858.38,858.38
1169,Organic Search,45-54,Slovakia,30.56,72,4.31,00:02:54,22,0,0,0.0,0.0,0.0,0.0,0.0
1170,Organic Search,35-44,Canada,30.07,4876,7.26,00:03:36,6939,1681,108,1.63,5.98,236.82,23918.69,23918.69
1171,Referral,25-34,Hong Kong,29.9,353,7.49,00:06:17,606,94,7,1.39,153.54,153.54,1074.78,1074.78
1172,Affiliates,25-34,Hong Kong,29.86,137,2.81,00:02:02,22,0,0,0.0,0.0,0.0,0.0,0.0
1173,Organic Search,18-24,Canada,29.75,6766,6.79,00:03:08,8613,2099,7,0.08,13.71,50.46,353.23,353.23
1174,Organic Search,18-24,Venezuela,29.49,317,7.38,00:03:45,224,65,14,3.59,23.8,82.75,1158.52,1158.52
1175,Affiliates,25-34,Thailand,29.27,115,5.22,00:02:52,87,14,0,0.0,0.0,0.0,0.0,0.0
1176,Organic Search,45-54,United States,29.25,22715,7.6,00:03:30,33282,8569,931,3.49,6.15,92.67,93598.19,93598.19
1177,Organic Search,35-44,United States,29.17,50882,7.25,00:03:27,81892,20053,1984,2.77,13.25,160.28,312218.31,312218.31
1178,Referral,35-44,India,29.08,339,5.66,00:04:19,325,29,22,4.92,75.41,99.41,2186.92,2186.92
1179,Referral,25-34,Ireland,28.93,974,5.09,00:03:02,830,58,0,0.0,0.0,0.0,0.0,0.0
1180,Referral,25-34,Israel,28.83,231,4.03,00:02:41,166,14,7,2.55,153.54,153.54,1074.78,1074.78
1181,Direct,25-34,El Salvador,28.71,72,10.43,00:04:03,159,43,0,0.0,0.0,0.0,0.0,0.0
1182,Referral,18-24,Canada,28.59,512,8.55,00:04:51,700,151,7,0.87,107.17,107.17,750.18,750.18
1183,Organic Search,25-34,United States,28.2,86819,7.25,00:03:22,129327,30678,2972,2.53,7.92,164.43,492299.1,492299.1
1184,Organic Search,25-34,Canada,28.07,8916,6.58,00:03:03,10914,2517,72,0.84,8.06,260.31,24468.77,24468.77
1185,Referral,25-34,Canada,28.02,1782,7.42,00:03:27,2460,642,79,2.61,25.62,297.88,21447.49,21447.49
1186,Direct,35-44,South Africa,27.85,72,6.57,00:02:03,50,14,7,8.86,0.0,0.0,0.0,0.0
1187,Direct,35-44,United Arab Emirates,27.04,87,4.67,00:01:36,101,29,0,0.0,0.0,0.0,0.0,0.0
1188,Direct,45-54,Australia,26.69,231,5.95,00:02:47,209,22,0,0.0,0.0,0.0,0.0,0.0
1189,Referral,18-24,Switzerland,26.6,130,6.9,00:03:54,159,29,0,0.0,0.0,0.0,0.0,0.0
1190,Organic Search,25-34,El Salvador,26.53,188,6.57,00:03:24,310,0,0,0.0,0.0,0.0,0.0,0.0
1191,Referral,65+,United States,26.09,1306,8.64,00:04:10,2517,700,151,7.13,12.79,246.44,35487.11,35487.11
1192,Referral,18-24,Ireland,25.48,224,5.56,00:04:48,202,58,7,2.26,169.51,532.75,3729.26,3729.26
