,country,latitude,longitude,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand
222,Bahrain,26.0,50.55,9/4/2020,823,12,5,0,483.667,7.052,2.938,0.0,55096,2292,32.379,1.347
223,Bahrain,26.0,50.55,10/4/2020,887,64,5,0,521.279,37.612,2.938,0.0,57681,2585,33.898,1.519
224,Bahrain,26.0,50.55,11/4/2020,998,111,6,1,586.513,65.233,3.526,0.588,60706,3025,35.676,1.778
225,Bahrain,26.0,50.55,12/4/2020,1040,42,6,0,611.196,24.683,3.526,0.0,63973,3267,37.596,1.92
226,Bahrain,26.0,50.55,13/4/2020,1136,96,6,0,667.614,56.418,3.526,0.0,67327,3354,39.567,1.971
227,Bahrain,26.0,50.55,14/4/2020,1361,225,7,1,799.843,132.23,4.114,0.588,70813,3486,41.616,2.049
228,Bahrain,26.0,50.55,15/4/2020,1528,167,7,0,897.987,98.144,4.114,0.0,73272,2459,43.061,1.445
229,Bahrain,26.0,50.55,16/4/2020,1673,145,7,0,983.202,85.215,4.114,0.0,76944,3672,45.219,2.158
230,Bahrain,26.0,50.55,17/4/2020,1700,27,7,0,999.07,15.868,4.114,0.0,79612,2668,46.787,1.568
231,Bahrain,26.0,50.55,18/4/2020,1744,44,7,0,1024.928,25.858,4.114,0.0,82568,2956,48.524,1.737
232,Bahrain,26.0,50.55,19/4/2020,1773,29,7,0,1041.971,17.043,4.114,0.0,86732,4164,50.971,2.447
233,Bahrain,26.0,50.55,20/4/2020,1873,100,7,0,1100.74,58.769,4.114,0.0,90307,3575,53.072,2.101
234,Bahrain,26.0,50.55,21/4/2020,1907,34,7,0,1120.721,19.981,4.114,0.0,94380,4073,55.466,2.394
235,Bahrain,26.0,50.55,22/4/2020,1973,66,7,0,1159.509,38.787,4.114,0.0,97796,3416,57.474,2.008
236,Bahrain,26.0,50.55,23/4/2020,2007,34,7,0,1179.49,19.981,4.114,0.0,100031,2235,58.787,1.313
237,Bahrain,26.0,50.55,24/4/2020,2217,210,8,1,1302.904,123.414,4.702,0.588,105365,5334,61.922,3.135
238,Bahrain,26.0,50.55,25/4/2020,2518,301,8,0,1479.799,176.894,4.702,0.0,110407,5042,64.885,2.963
239,Bahrain,26.0,50.55,26/4/2020,2589,71,8,0,1521.524,41.726,4.702,0.0,114110,3703,67.061,2.176
240,Bahrain,26.0,50.55,27/4/2020,2647,58,8,0,1555.61,34.086,4.702,0.0,117797,3687,69.228,2.167
241,Bahrain,26.0,50.55,28/4/2020,2723,76,8,0,1600.275,44.664,4.702,0.0,121706,3909,71.525,2.297
242,Bahrain,26.0,50.55,29/4/2020,2811,88,8,0,1651.991,51.717,4.702,0.0,126905,5199,74.581,3.055
243,Bahrain,26.0,50.55,30/4/2020,2921,110,8,0,1716.637,64.646,4.702,0.0,129694,2789,76.22,1.639
244,Belarus,53.0,28.0,31/3/2020,105,11,0,0,11.112,1.164,0.0,0.0,31000,1000,3.281,0.106
245,Belarus,53.0,28.0,1/4/2020,152,47,0,0,16.086,4.974,0.0,0.0,32000,1000,3.386,0.106
246,Belarus,53.0,28.0,9/4/2020,1066,205,13,0,112.812,21.695,1.376,0.0,49000,3000,5.186,0.317
247,Belarus,53.0,28.0,13/4/2020,2578,352,26,3,272.824,37.251,2.752,0.317,68000,4000,7.196,0.423
248,Belarus,53.0,28.0,14/4/2020,2919,341,29,3,308.911,36.087,3.069,0.317,71875,3875,7.606,0.41
249,Belarus,53.0,28.0,15/4/2020,3281,362,33,4,347.221,38.31,3.492,0.423,76198,4323,8.064,0.457
250,Belarus,53.0,28.0,18/4/2020,4779,575,42,2,505.751,60.851,4.445,0.212,92709,5896,9.811,0.624
251,Belarus,53.0,28.0,19/4/2020,4779,0,45,3,505.751,0.0,4.762,0.317,98231,5522,10.396,0.584
252,Belarus,53.0,28.0,20/4/2020,4779,0,47,2,505.751,0.0,4.974,0.212,102566,4335,10.854,0.459
253,Belarus,53.0,28.0,21/4/2020,6264,1485,51,4,662.905,157.154,5.397,0.423,108545,5979,11.487,0.633
254,Belarus,53.0,28.0,22/4/2020,6723,459,55,4,711.48,48.575,5.821,0.423,114955,6410,12.165,0.678
255,Belarus,53.0,28.0,23/4/2020,7281,558,58,3,770.532,59.052,6.138,0.317,122543,7588,12.968,0.803
256,Belarus,53.0,28.0,24/4/2020,8022,741,60,2,848.95,78.418,6.35,0.212,130824,8281,13.845,0.876
257,Belarus,53.0,28.0,25/4/2020,8773,751,63,3,928.426,79.477,6.667,0.317,139295,8471,14.741,0.896
258,Belarus,53.0,28.0,26/4/2020,9590,817,67,4,1014.888,86.461,7.09,0.423,147525,8230,15.612,0.871
259,Belarus,53.0,28.0,27/4/2020,10463,873,72,5,1107.275,92.388,7.62,0.529,153800,6275,16.276,0.664
260,Belarus,53.0,28.0,28/4/2020,11289,826,75,3,1194.689,87.414,7.937,0.317,161288,7488,17.069,0.792
261,Bolivia,-17.0,-65.0,22/3/2020,20,1,0,0,1.713,0.086,0.0,0.0,178,39,0.015,0.003
262,"Bolivia, Plurinational State of",-17.0,-65.0,22/3/2020,20,1,0,0,1.713,0.086,0.0,0.0,178,39,0.015,0.003
263,Bolivia,-17.0,-65.0,23/3/2020,27,7,0,0,2.313,0.6,0.0,0.0,273,95,0.023,0.008
264,"Bolivia, Plurinational State of",-17.0,-65.0,23/3/2020,27,7,0,0,2.313,0.6,0.0,0.0,273,95,0.023,0.008
265,Bolivia,-17.0,-65.0,24/3/2020,28,1,0,0,2.399,0.086,0.0,0.0,277,4,0.024,0.0
266,"Bolivia, Plurinational State of",-17.0,-65.0,24/3/2020,28,1,0,0,2.399,0.086,0.0,0.0,277,4,0.024,0.0
267,Bolivia,-17.0,-65.0,25/3/2020,32,4,0,0,2.741,0.343,0.0,0.0,334,57,0.029,0.005
268,"Bolivia, Plurinational State of",-17.0,-65.0,25/3/2020,32,4,0,0,2.741,0.343,0.0,0.0,334,57,0.029,0.005
269,Bolivia,-17.0,-65.0,26/3/2020,39,7,0,0,3.341,0.6,0.0,0.0,442,108,0.038,0.009
270,"Bolivia, Plurinational State of",-17.0,-65.0,26/3/2020,39,7,0,0,3.341,0.6,0.0,0.0,442,108,0.038,0.009
271,Bolivia,-17.0,-65.0,27/3/2020,61,22,0,0,5.226,1.885,0.0,0.0,516,74,0.044,0.006
272,"Bolivia, Plurinational State of",-17.0,-65.0,27/3/2020,61,22,0,0,5.226,1.885,0.0,0.0,516,74,0.044,0.006
273,Bolivia,-17.0,-65.0,28/3/2020,74,13,0,0,6.339,1.114,0.0,0.0,559,43,0.048,0.004
274,"Bolivia, Plurinational State of",-17.0,-65.0,28/3/2020,74,13,0,0,6.339,1.114,0.0,0.0,559,43,0.048,0.004
275,Bolivia,-17.0,-65.0,29/3/2020,81,7,0,0,6.939,0.6,0.0,0.0,574,15,0.049,0.001
276,"Bolivia, Plurinational State of",-17.0,-65.0,29/3/2020,81,7,0,0,6.939,0.6,0.0,0.0,574,15,0.049,0.001
277,Bolivia,-17.0,-65.0,30/3/2020,96,15,3,3,8.224,1.285,0.257,0.257,697,123,0.06,0.011
278,"Bolivia, Plurinational State of",-17.0,-65.0,30/3/2020,96,15,3,3,8.224,1.285,0.257,0.257,697,123,0.06,0.011
279,Bolivia,-17.0,-65.0,31/3/2020,107,11,6,3,9.166,0.942,0.514,0.257,779,82,0.067,0.007
280,"Bolivia, Plurinational State of",-17.0,-65.0,31/3/2020,107,11,6,3,9.166,0.942,0.514,0.257,779,82,0.067,0.007
281,Bolivia,-17.0,-65.0,1/4/2020,115,8,7,1,9.852,0.685,0.6,0.086,836,57,0.072,0.005
282,"Bolivia, Plurinational State of",-17.0,-65.0,1/4/2020,115,8,7,1,9.852,0.685,0.6,0.086,836,57,0.072,0.005
283,Bolivia,-17.0,-65.0,2/4/2020,123,8,8,1,10.537,0.685,0.685,0.086,985,149,0.084,0.013
284,"Bolivia, Plurinational State of",-17.0,-65.0,2/4/2020,123,8,8,1,10.537,0.685,0.685,0.086,985,149,0.084,0.013
285,Bolivia,-17.0,-65.0,3/4/2020,132,9,9,1,11.308,0.771,0.771,0.086,1118,133,0.096,0.011
286,"Bolivia, Plurinational State of",-17.0,-65.0,3/4/2020,132,9,9,1,11.308,0.771,0.771,0.086,1118,133,0.096,0.011
287,Bolivia,-17.0,-65.0,4/4/2020,139,7,10,1,11.908,0.6,0.857,0.086,1136,18,0.097,0.002
288,"Bolivia, Plurinational State of",-17.0,-65.0,4/4/2020,139,7,10,1,11.908,0.6,0.857,0.086,1136,18,0.097,0.002
289,Bolivia,-17.0,-65.0,5/4/2020,157,18,10,0,13.45,1.542,0.857,0.0,1441,305,0.123,0.026
290,"Bolivia, Plurinational State of",-17.0,-65.0,5/4/2020,157,18,10,0,13.45,1.542,0.857,0.0,1441,305,0.123,0.026
291,Bolivia,-17.0,-65.0,6/4/2020,183,26,11,1,15.677,2.227,0.942,0.086,1452,11,0.124,0.001
292,"Bolivia, Plurinational State of",-17.0,-65.0,6/4/2020,183,26,11,1,15.677,2.227,0.942,0.086,1452,11,0.124,0.001
293,Bolivia,-17.0,-65.0,7/4/2020,194,11,14,3,16.62,0.942,1.199,0.257,1468,16,0.126,0.001
294,"Bolivia, Plurinational State of",-17.0,-65.0,7/4/2020,194,11,14,3,16.62,0.942,1.199,0.257,1468,16,0.126,0.001
295,Bolivia,-17.0,-65.0,8/4/2020,210,16,15,1,17.99,1.371,1.285,0.086,1522,54,0.13,0.005
296,"Bolivia, Plurinational State of",-17.0,-65.0,8/4/2020,210,16,15,1,17.99,1.371,1.285,0.086,1522,54,0.13,0.005
297,Bolivia,-17.0,-65.0,9/4/2020,264,54,18,3,22.616,4.626,1.542,0.257,1997,475,0.171,0.041
298,"Bolivia, Plurinational State of",-17.0,-65.0,9/4/2020,264,54,18,3,22.616,4.626,1.542,0.257,1997,475,0.171,0.041
299,Bolivia,-17.0,-65.0,10/4/2020,268,4,19,1,22.959,0.343,1.628,0.086,2185,188,0.187,0.016
300,"Bolivia, Plurinational State of",-17.0,-65.0,10/4/2020,268,4,19,1,22.959,0.343,1.628,0.086,2185,188,0.187,0.016
301,Bolivia,-17.0,-65.0,11/4/2020,276,8,20,1,23.644,0.685,1.713,0.086,2356,171,0.202,0.015
302,"Bolivia, Plurinational State of",-17.0,-65.0,11/4/2020,276,8,20,1,23.644,0.685,1.713,0.086,2356,171,0.202,0.015
303,Bolivia,-17.0,-65.0,12/4/2020,300,24,24,4,25.7,2.056,2.056,0.343,2528,172,0.217,0.015
304,"Bolivia, Plurinational State of",-17.0,-65.0,12/4/2020,300,24,24,4,25.7,2.056,2.056,0.343,2528,172,0.217,0.015
305,Bolivia,-17.0,-65.0,13/4/2020,330,30,27,3,28.27,2.57,2.313,0.257,2693,165,0.231,0.014
306,"Bolivia, Plurinational State of",-17.0,-65.0,13/4/2020,330,30,27,3,28.27,2.57,2.313,0.257,2693,165,0.231,0.014
307,Bolivia,-17.0,-65.0,14/4/2020,354,24,28,1,30.326,2.056,2.399,0.086,2919,226,0.25,0.019
308,"Bolivia, Plurinational State of",-17.0,-65.0,14/4/2020,354,24,28,1,30.326,2.056,2.399,0.086,2919,226,0.25,0.019
309,Bolivia,-17.0,-65.0,15/4/2020,397,43,28,0,34.01,3.684,2.399,0.0,3230,311,0.277,0.027
310,"Bolivia, Plurinational State of",-17.0,-65.0,15/4/2020,397,43,28,0,34.01,3.684,2.399,0.0,3230,311,0.277,0.027
311,Bolivia,-17.0,-65.0,16/4/2020,441,44,29,1,37.779,3.769,2.484,0.086,3419,189,0.293,0.016
312,"Bolivia, Plurinational State of",-17.0,-65.0,16/4/2020,441,44,29,1,37.779,3.769,2.484,0.086,3419,189,0.293,0.016
313,Bolivia,-17.0,-65.0,17/4/2020,465,24,31,2,39.835,2.056,2.656,0.171,3573,154,0.306,0.013
314,"Bolivia, Plurinational State of",-17.0,-65.0,17/4/2020,465,24,31,2,39.835,2.056,2.656,0.171,3573,154,0.306,0.013
315,Bolivia,-17.0,-65.0,18/4/2020,493,28,31,0,42.234,2.399,2.656,0.0,3600,27,0.308,0.002
316,"Bolivia, Plurinational State of",-17.0,-65.0,18/4/2020,493,28,31,0,42.234,2.399,2.656,0.0,3600,27,0.308,0.002
317,Bolivia,-17.0,-65.0,19/4/2020,520,27,32,1,44.547,2.313,2.741,0.086,4135,535,0.354,0.046
318,"Bolivia, Plurinational State of",-17.0,-65.0,19/4/2020,520,27,32,1,44.547,2.313,2.741,0.086,4135,535,0.354,0.046
319,Bolivia,-17.0,-65.0,20/4/2020,564,44,33,1,48.317,3.769,2.827,0.086,4298,163,0.368,0.014
320,"Bolivia, Plurinational State of",-17.0,-65.0,20/4/2020,564,44,33,1,48.317,3.769,2.827,0.086,4298,163,0.368,0.014
321,Bolivia,-17.0,-65.0,21/4/2020,598,34,34,1,51.229,2.913,2.913,0.086,4420,122,0.379,0.01
322,"Bolivia, Plurinational State of",-17.0,-65.0,21/4/2020,598,34,34,1,51.229,2.913,2.913,0.086,4420,122,0.379,0.01
323,Bolivia,-17.0,-65.0,22/4/2020,609,11,37,3,52.172,0.942,3.17,0.257,4810,390,0.412,0.033
324,"Bolivia, Plurinational State of",-17.0,-65.0,22/4/2020,609,11,37,3,52.172,0.942,3.17,0.257,4810,390,0.412,0.033
325,Bolivia,-17.0,-65.0,23/4/2020,672,63,40,3,57.569,5.397,3.427,0.257,4995,185,0.428,0.016
326,"Bolivia, Plurinational State of",-17.0,-65.0,23/4/2020,672,63,40,3,57.569,5.397,3.427,0.257,4995,185,0.428,0.016
327,Bolivia,-17.0,-65.0,24/4/2020,703,31,43,3,60.224,2.656,3.684,0.257,5297,302,0.454,0.026
328,"Bolivia, Plurinational State of",-17.0,-65.0,24/4/2020,703,31,43,3,60.224,2.656,3.684,0.257,5297,302,0.454,0.026
329,Bolivia,-17.0,-65.0,25/4/2020,807,104,44,1,69.134,8.909,3.769,0.086,5356,59,0.459,0.005
330,"Bolivia, Plurinational State of",-17.0,-65.0,25/4/2020,807,104,44,1,69.134,8.909,3.769,0.086,5356,59,0.459,0.005
331,Bolivia,-17.0,-65.0,26/4/2020,866,59,46,2,74.188,5.054,3.941,0.171,5791,435,0.496,0.037
332,"Bolivia, Plurinational State of",-17.0,-65.0,26/4/2020,866,59,46,2,74.188,5.054,3.941,0.171,5791,435,0.496,0.037
333,Bolivia,-17.0,-65.0,27/4/2020,950,84,50,4,81.384,7.196,4.283,0.343,5988,197,0.513,0.017
334,"Bolivia, Plurinational State of",-17.0,-65.0,27/4/2020,950,84,50,4,81.384,7.196,4.283,0.343,5988,197,0.513,0.017
335,Bolivia,-17.0,-65.0,28/4/2020,1014,64,53,3,86.867,5.483,4.54,0.257,6121,133,0.524,0.011
336,"Bolivia, Plurinational State of",-17.0,-65.0,28/4/2020,1014,64,53,3,86.867,5.483,4.54,0.257,6121,133,0.524,0.011
337,Bolivia,-17.0,-65.0,29/4/2020,1053,39,55,2,90.208,3.341,4.712,0.171,6409,288,0.549,0.025
338,"Bolivia, Plurinational State of",-17.0,-65.0,29/4/2020,1053,39,55,2,90.208,3.341,4.712,0.171,6409,288,0.549,0.025
339,Canada,60.0,-95.0,19/3/2020,690,121,9,1,18.282,3.206,0.238,0.026,54956,981,1.456,0.026
340,Canada,60.0,-95.0,20/3/2020,846,156,10,1,22.415,4.133,0.265,0.026,76814,21858,2.035,0.579
341,Canada,60.0,-95.0,21/3/2020,971,125,12,2,25.727,3.312,0.318,0.053,88883,12069,2.355,0.32
342,Canada,60.0,-95.0,22/3/2020,1302,331,18,6,34.497,8.77,0.477,0.159,98824,9941,2.618,0.263
343,Canada,60.0,-95.0,23/3/2020,1430,128,20,2,37.889,3.391,0.53,0.053,107147,8323,2.839,0.221
344,Canada,60.0,-95.0,24/3/2020,1646,216,24,4,43.612,5.723,0.636,0.106,125062,17915,3.314,0.475
345,Canada,60.0,-95.0,25/3/2020,1959,313,27,3,51.905,8.293,0.715,0.079,142154,17092,3.766,0.453
346,Canada,60.0,-95.0,26/3/2020,3385,1426,35,8,89.688,37.783,0.927,0.212,161603,19449,4.282,0.515
347,Canada,60.0,-95.0,27/3/2020,4018,633,39,4,106.459,16.772,1.033,0.106,170644,9041,4.521,0.24
348,Canada,60.0,-95.0,28/3/2020,4675,657,53,14,123.867,17.408,1.404,0.371,184201,13557,4.881,0.359
349,Canada,60.0,-95.0,29/3/2020,5386,711,60,7,142.705,18.838,1.59,0.185,210435,26234,5.576,0.695
350,Canada,60.0,-95.0,30/3/2020,6255,869,61,1,165.73,23.025,1.616,0.026,241138,30703,6.389,0.813
351,Canada,60.0,-95.0,2/4/2020,9595,1059,109,13,254.225,28.059,2.888,0.344,268154,11221,7.105,0.297
352,Canada,60.0,-95.0,3/4/2020,11268,1673,138,29,298.552,44.327,3.656,0.768,295065,26911,7.818,0.713
353,Canada,60.0,-95.0,4/4/2020,12519,1251,187,49,331.698,33.146,4.955,1.298,311971,16906,8.266,0.448
354,Canada,60.0,-95.0,5/4/2020,13882,1363,231,44,367.812,36.113,6.12,1.166,334849,22878,8.872,0.606
355,Canada,60.0,-95.0,6/4/2020,15496,1614,280,49,410.575,42.764,7.419,1.298,336806,1957,8.924,0.052
356,Canada,60.0,-95.0,7/4/2020,16653,1157,323,43,441.231,30.655,8.558,1.139,346507,9701,9.181,0.257
357,Canada,60.0,-95.0,8/4/2020,17883,1230,380,57,473.82,32.59,10.068,1.51,359269,12762,9.519,0.338
358,Canada,60.0,-95.0,9/4/2020,19274,1391,435,55,510.676,36.855,11.526,1.457,373581,14312,9.898,0.379
359,Canada,60.0,-95.0,10/4/2020,20748,1474,509,74,549.73,39.054,13.486,1.961,383322,9741,10.156,0.258
360,Canada,60.0,-95.0,11/4/2020,22133,1385,569,60,586.426,36.696,15.076,1.59,401552,18230,10.639,0.483
361,Canada,60.0,-95.0,12/4/2020,23301,1168,653,84,617.373,30.947,17.302,2.226,404651,3099,10.721,0.082
362,Canada,60.0,-95.0,13/4/2020,24365,1064,717,64,645.565,28.191,18.997,1.696,428920,24269,11.364,0.643
363,Canada,60.0,-95.0,14/4/2020,25663,1298,780,63,679.956,34.391,20.667,1.669,450717,21797,11.942,0.578
364,Canada,60.0,-95.0,15/4/2020,27046,1383,903,123,716.599,36.643,23.926,3.259,462353,11636,12.25,0.308
365,Canada,60.0,-95.0,16/4/2020,28364,1318,1010,107,751.52,34.921,26.761,2.835,487060,24707,12.905,0.655
366,Canada,60.0,-95.0,17/4/2020,30081,1717,1193,183,797.013,45.493,31.609,4.849,503003,15943,13.327,0.422
367,Canada,60.0,-95.0,18/4/2020,31872,1791,1309,116,844.467,47.454,34.683,3.073,516216,13213,13.677,0.35
368,Canada,60.0,-95.0,19/4/2020,33341,1469,1467,158,883.389,38.922,38.869,4.186,536062,19846,14.203,0.526
369,Canada,60.0,-95.0,20/4/2020,34777,1436,1580,113,921.436,38.048,41.863,2.994,555551,19489,14.72,0.516
370,Canada,60.0,-95.0,21/4/2020,36823,2046,1690,110,975.646,54.21,44.778,2.915,565931,10380,14.995,0.275
371,Canada,60.0,-95.0,22/4/2020,38413,1590,1834,144,1017.774,42.128,48.593,3.815,576348,10417,15.271,0.276
372,Canada,60.0,-95.0,23/4/2020,40179,1766,1974,140,1064.566,46.791,52.302,3.709,620101,43753,16.43,1.159
373,Canada,60.0,-95.0,24/4/2020,42099,1920,2146,172,1115.437,50.871,56.859,4.557,643398,23297,17.047,0.617
374,Canada,60.0,-95.0,25/4/2020,43877,1778,2302,156,1162.546,47.109,60.993,4.133,669558,26160,17.74,0.693
375,Canada,60.0,-95.0,26/4/2020,45341,1464,2465,163,1201.336,38.79,65.312,4.319,691663,22105,18.326,0.586
376,Canada,60.0,-95.0,27/4/2020,46884,1543,2560,95,1242.218,40.883,67.829,2.517,717451,25788,19.009,0.683
377,Canada,60.0,-95.0,28/4/2020,48489,1605,2707,147,1284.744,42.525,71.724,3.895,740859,23408,19.629,0.62
378,Canada,60.0,-95.0,29/4/2020,50015,1526,2859,152,1325.176,40.432,75.751,4.027,758412,17553,20.095,0.465
379,Canada,60.0,-95.0,30/4/2020,51587,1572,2996,137,1366.827,41.651,79.381,3.63,788283,29871,20.886,0.791
380,Switzerland,47.0,8.0,24/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,2,2,0.0,0.0
381,Switzerland,47.0,8.0,25/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.0
382,Switzerland,47.0,8.0,26/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.0
383,Switzerland,47.0,8.0,27/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,12,10,0.001,0.001
384,Switzerland,47.0,8.0,28/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,31,19,0.004,0.002
385,Switzerland,47.0,8.0,29/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,53,22,0.006,0.003
386,Switzerland,47.0,8.0,30/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,88,35,0.01,0.004
387,Switzerland,47.0,8.0,31/1/2020,0,0,0,0,0.0,0.0,0.0,0.0,110,22,0.013,0.003
388,Switzerland,47.0,8.0,1/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,124,14,0.014,0.002
389,Switzerland,47.0,8.0,2/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,140,16,0.016,0.002
390,Switzerland,47.0,8.0,3/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,154,14,0.018,0.002
391,Switzerland,47.0,8.0,4/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,180,26,0.021,0.003
392,Switzerland,47.0,8.0,5/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,201,21,0.023,0.002
393,Switzerland,47.0,8.0,6/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,211,10,0.024,0.001
394,Switzerland,47.0,8.0,7/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,223,12,0.026,0.001
395,Switzerland,47.0,8.0,8/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,231,8,0.027,0.001
396,Switzerland,47.0,8.0,9/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,237,6,0.027,0.001
397,Switzerland,47.0,8.0,10/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,245,8,0.028,0.001
398,Switzerland,47.0,8.0,11/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,263,18,0.03,0.002
399,Switzerland,47.0,8.0,12/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,278,15,0.032,0.002
400,Switzerland,47.0,8.0,13/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,297,19,0.034,0.002
401,Switzerland,47.0,8.0,14/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,302,5,0.035,0.001
402,Switzerland,47.0,8.0,15/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,309,7,0.036,0.001
403,Switzerland,47.0,8.0,16/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,314,5,0.036,0.001
404,Switzerland,47.0,8.0,17/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,314,0,0.036,0.0
405,Switzerland,47.0,8.0,18/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,324,10,0.037,0.001
406,Switzerland,47.0,8.0,19/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,334,10,0.039,0.001
407,Switzerland,47.0,8.0,20/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,343,9,0.04,0.001
408,Switzerland,47.0,8.0,21/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,352,9,0.041,0.001
409,Switzerland,47.0,8.0,22/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,352,0,0.041,0.0
410,Switzerland,47.0,8.0,23/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,354,2,0.041,0.0
411,Switzerland,47.0,8.0,24/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,371,17,0.043,0.002
412,Switzerland,47.0,8.0,25/2/2020,0,0,0,0,0.0,0.0,0.0,0.0,455,84,0.053,0.01
413,Switzerland,47.0,8.0,26/2/2020,1,1,0,0,0.116,0.116,0.0,0.0,618,163,0.071,0.019
414,Switzerland,47.0,8.0,27/2/2020,1,0,0,0,0.116,0.0,0.0,0.0,843,225,0.097,0.026
415,Switzerland,47.0,8.0,28/2/2020,8,7,0,0,0.924,0.809,0.0,0.0,1138,295,0.131,0.034
416,Switzerland,47.0,8.0,29/2/2020,12,4,0,0,1.387,0.462,0.0,0.0,1806,668,0.209,0.077
417,Switzerland,47.0,8.0,1/3/2020,18,6,0,0,2.08,0.693,0.0,0.0,2169,363,0.251,0.042
418,Switzerland,47.0,8.0,2/3/2020,24,6,0,0,2.773,0.693,0.0,0.0,2577,408,0.298,0.047
419,Switzerland,47.0,8.0,3/3/2020,30,6,0,0,3.466,0.693,0.0,0.0,3170,593,0.366,0.069
420,Switzerland,47.0,8.0,4/3/2020,37,7,0,0,4.275,0.809,0.0,0.0,3901,731,0.451,0.084
421,Switzerland,47.0,8.0,5/3/2020,57,20,0,0,6.586,2.311,0.0,0.0,4571,670,0.528,0.077
422,Switzerland,47.0,8.0,6/3/2020,87,30,1,1,10.052,3.466,0.116,0.116,5537,966,0.64,0.112
423,Switzerland,47.0,8.0,7/3/2020,209,122,1,0,24.149,14.097,0.116,0.0,6268,731,0.724,0.084
424,Switzerland,47.0,8.0,8/3/2020,264,55,1,0,30.504,6.355,0.116,0.0,7002,734,0.809,0.085
425,Switzerland,47.0,8.0,9/3/2020,332,68,2,1,38.361,7.857,0.231,0.116,8579,1577,0.991,0.182
426,Switzerland,47.0,8.0,10/3/2020,374,42,2,0,43.214,4.853,0.231,0.0,10683,2104,1.234,0.243
427,Switzerland,47.0,8.0,11/3/2020,490,116,3,1,56.617,13.403,0.347,0.116,13284,2601,1.535,0.301
428,Switzerland,47.0,8.0,12/3/2020,642,152,4,1,74.18,17.563,0.462,0.116,17891,4607,2.067,0.532
429,Switzerland,47.0,8.0,13/3/2020,854,212,4,0,98.676,24.496,0.462,0.0,22508,4617,2.601,0.533
430,Switzerland,47.0,8.0,14/3/2020,1121,267,7,3,129.526,30.851,0.809,0.347,27475,4967,3.175,0.574
431,Switzerland,47.0,8.0,15/3/2020,1359,238,11,4,157.026,27.5,1.271,0.462,30258,2783,3.496,0.322
432,Switzerland,47.0,8.0,16/3/2020,2200,841,13,2,254.2,97.174,1.502,0.231,35445,5187,4.096,0.599
433,Switzerland,47.0,8.0,17/3/2020,2200,0,14,1,254.2,0.0,1.618,0.116,44382,8937,5.128,1.033
434,Switzerland,47.0,8.0,18/3/2020,2650,450,19,5,306.195,51.995,2.195,0.578,54605,10223,6.309,1.181
435,Switzerland,47.0,8.0,19/3/2020,3010,360,21,2,347.791,41.596,2.426,0.231,64148,9543,7.412,1.103
436,Switzerland,47.0,8.0,20/3/2020,3888,878,33,12,449.24,101.449,3.813,1.387,72263,8115,8.35,0.938
437,Switzerland,47.0,8.0,21/3/2020,4840,952,43,10,559.239,109.999,4.968,1.155,78478,6215,9.068,0.718
438,Switzerland,47.0,8.0,22/3/2020,6077,1237,56,13,702.168,142.929,6.471,1.502,82101,3623,9.486,0.419
439,Switzerland,47.0,8.0,23/3/2020,6971,894,60,4,805.466,103.297,6.933,0.462,88181,6080,10.189,0.703
440,Switzerland,47.0,8.0,24/3/2020,8015,1044,66,6,926.095,120.629,7.626,0.693,93993,5812,10.86,0.672
441,Switzerland,47.0,8.0,25/3/2020,8789,774,86,20,1015.527,89.432,9.937,2.311,101358,7365,11.711,0.851
