geo_name|internal_point_lat|internal_point_lon
Bedford city|37.3381555|-79.5207054
Bristol city|36.6169541|-82.1575641
Buena Vista city|37.7316634|-79.3563746
Charlottesville city|38.0376579|-78.4853806
Chesapeake city|36.6793761|-76.3017884
Colonial Heights city|37.2616846|-77.3968043
Covington city|37.7781426|-79.9860390
Danville city|36.5833337|-79.4080707
Emporia city|36.6961820|-77.5359753
Fairfax city|38.8531833|-77.2990252
Falls Church city|38.8837873|-77.1746385
Franklin city|36.6840142|-76.9413956
Fredericksburg city|38.2992718|-77.4866583
Galax city|36.6656397|-80.9143083
Hampton city|37.0480303|-76.2971486
Harrisonburg city|38.4360126|-78.8741973
Hopewell city|37.2910098|-77.2989443
Lexington city|37.7823316|-79.4443196
Lynchburg city|37.3990161|-79.1954582
Manassas city|38.7475611|-77.4847270
Manassas Park city|38.7689910|-77.4486805
Martinsville city|36.6835269|-79.8636475
Newport News city|37.0759784|-76.5217187
Norfolk city|36.9230149|-76.2446413
Norton city|36.9315489|-82.6259960
Petersburg city|37.2047302|-77.3923681
Poquoson city|37.1283599|-76.3035337
Portsmouth city|36.8594298|-76.3562686
Radford city|37.1200360|-80.5570481
Richmond city|37.5313990|-77.4760085
Roanoke city|37.2778301|-79.9584716
Salem city|37.2853329|-80.0552407
Staunton city|38.1580558|-79.0615011
Suffolk city|36.6971573|-76.6347808
Virginia Beach city|36.7793219|-76.0240202
Waynesboro city|38.0671571|-78.9014197
Williamsburg city|37.2692930|-76.7067172
Winchester city|39.1738688|-78.1763562
Adams County|47.0048395|-118.5333078
Asotin County|46.1818612|-117.2277813
Benton County|46.2280720|-119.5168636
Chelan County|47.8598915|-120.6185425
Clallam County|48.1130086|-123.9306111
Clark County|45.7716737|-122.4859027
Columbia County|46.2928505|-117.9116345
Cowlitz County|46.1859234|-122.6586822
Douglas County|47.7358661|-119.6958798
Ferry County|48.4372459|-118.5170739
Franklin County|46.5345799|-118.9069436
Garfield County|46.4294742|-117.5367145
Grant County|47.2136328|-119.4677880
Grays Harbor County|47.1427856|-123.8270425
Island County|48.1584361|-122.6705032
Jefferson County|47.8026411|-123.5218104
King County|47.4935537|-121.8323748
Kitsap County|47.6396874|-122.6496358
Kittitas County|47.1244443|-120.6767136
Klickitat County|45.8695091|-120.7801171
Lewis County|46.5800714|-122.3774443
Lincoln County|47.5827176|-118.4176675
Mason County|47.3541257|-123.1738498
Okanogan County|48.5509709|-119.6910346
Pacific County|46.5565866|-123.7824193
Pend Oreille County|48.5438774|-117.2321828
Pierce County|47.0407155|-122.1447090
San Juan County|48.5088615|-123.1006162
Skagit County|48.4930662|-121.8162777
Skamania County|46.0247815|-121.9532269
Snohomish County|48.0549130|-121.7664118
Spokane County|47.6203793|-117.4043916
Stevens County|48.3906475|-117.8548968
Thurston County|46.9325978|-122.8294407
Wahkiakum County|46.2946377|-123.4244583
Walla Walla County|46.2546061|-118.4803741
Whatcom County|48.8426531|-121.8364325
Whitman County|46.9033216|-117.5229619
Yakima County|46.4565581|-120.7401446
Barbour County|39.1397543|-79.9969144
Berkeley County|39.4578544|-78.0323378
Boone County|38.0228383|-81.7133139
Braxton County|38.6993021|-80.7316490
Brooke County|40.2726454|-80.5786912
Cabell County|38.4195800|-82.2433916
Calhoun County|38.8441591|-81.1154775
Clay County|38.4598259|-81.0818663
Doddridge County|39.2634818|-80.7011470
Fayette County|38.0309328|-81.0860508
Gilmer County|38.9158652|-80.8494093
Grant County|39.1059882|-79.1950640
Greenbrier County|37.9244182|-80.4505904
Hampshire County|39.3121395|-78.6119886
Hancock County|40.5169313|-80.5700565
Hardy County|39.0108182|-78.8436412
Harrison County|39.2791993|-80.3864869
Jackson County|38.8342339|-81.6777168
Jefferson County|39.3073985|-77.8632200
Kanawha County|38.3280607|-81.5235223
Lewis County|38.9888444|-80.4955177
Lincoln County|38.1716505|-82.0775472
Logan County|37.8305905|-81.9408530
McDowell County|37.3826627|-81.6582048
Marion County|39.5058387|-80.2434018
Marshall County|39.8547174|-80.6713780
Mason County|38.7592882|-82.0241715
Mercer County|37.4034477|-81.1064560
Mineral County|39.4056259|-78.9565812
Mingo County|37.7211509|-82.1589931
Monongalia County|39.6336448|-80.0590736
Monroe County|37.5503532|-80.5478911
Morgan County|39.5548351|-78.2573143
Nicholas County|38.2914157|-80.7975160
Ohio County|40.0989316|-80.6207278
Pendleton County|38.6868364|-79.3337070
Pleasants County|39.3681331|-81.1611724
Pocahontas County|38.3325126|-80.0120922
Preston County|39.4690296|-79.6688649
Putnam County|38.5105128|-81.9061090
Raleigh County|37.7624696|-81.2646711
Randolph County|38.7810865|-79.8677827
Ritchie County|39.1771117|-81.0663167
Roane County|38.7430334|-81.3545020
Summers County|37.6560029|-80.8563149
Taylor County|39.3290724|-80.0456287
Tucker County|39.1111751|-79.5599678
Tyler County|39.4659809|-80.8794934
Upshur County|38.9025365|-80.2313352
Wayne County|38.1455311|-82.4196977
Webster County|38.4929846|-80.4302617
Wetzel County|39.5965743|-80.6343936
Wirt County|39.0200337|-81.3829749
Wood County|39.2116786|-81.5159276
Wyoming County|37.6037173|-81.5488841
Adams County|43.9737629|-89.7672232
Ashland County|46.5462905|-90.6651539
Barron County|45.4371917|-91.8528921
Bayfield County|46.6341992|-91.1772815
Brown County|44.4739612|-87.9959258
Buffalo County|44.3897593|-91.7587135
Burnett County|45.8652545|-92.3679775
Calumet County|44.0784104|-88.2121322
Chippewa County|45.0690918|-91.2835054
Clark County|44.7335964|-90.6102007
Columbia County|43.4718818|-89.3304721
Crawford County|43.2499100|-90.9512302
Dane County|43.0674684|-89.4178523
Dodge County|43.4227057|-88.7043791
Door County|45.0678080|-87.0879363
Douglas County|46.4633156|-91.8925795
Dunn County|44.9477408|-91.8977203
Eau Claire County|44.7263547|-91.2864137
Florence County|45.8496459|-88.4003217
Fond du Lac County|43.7547219|-88.4932840
Forest County|45.6668822|-88.7732251
Grant County|42.8700621|-90.6953683
Green County|42.6777275|-89.6056390
Green Lake County|43.7614097|-88.9872277
Iowa County|43.0010208|-90.1336915
Iron County|46.3265500|-90.2612985
Jackson County|44.3248946|-90.8065413
Jefferson County|43.0138065|-88.7739855
Juneau County|43.9328362|-90.1139837
Kenosha County|42.5797028|-87.4248983
Kewaunee County|44.5009489|-87.1618133
La Crosse County|43.9082222|-91.1117584
Lafayette County|42.6555782|-90.1302916
Langlade County|45.2592039|-89.0681897
Lincoln County|45.3383191|-89.7420823
Manitowoc County|44.1051076|-87.3138281
Marathon County|44.8980363|-89.7578230
Marinette County|45.3468989|-87.9911980
Marquette County|43.8260529|-89.4090953
Menominee County|44.9913041|-88.6692512
Milwaukee County|43.0176546|-87.4815749
Monroe County|43.9451751|-90.6199687
Oconto County|44.9965754|-88.2065162
Oneida County|45.7137913|-89.5366933
Outagamie County|44.4182258|-88.4649883
Ozaukee County|43.3607150|-87.4965534
Pepin County|44.6274362|-91.8348898
Pierce County|44.7253365|-92.4262793
Polk County|45.4680297|-92.4531541
Portage County|44.4762457|-89.4980699
Price County|45.6790724|-90.3596497
Racine County|42.7540747|-87.4146760
Richland County|43.3761994|-90.4356927
Rock County|42.6699307|-89.0751194
Rusk County|45.4727340|-91.1367448
St. Croix County|45.0289589|-92.4472842
Sauk County|43.4279976|-89.9433290
Sawyer County|45.8649127|-91.1471302
Shawano County|44.7896407|-88.7558134
Sheboygan County|43.7460015|-87.7305455
Taylor County|45.2116558|-90.5048529
Trempealeau County|44.3030501|-91.3588668
Vernon County|43.5998583|-90.8152256
Vilas County|46.0498480|-89.5012540
Walworth County|42.6681095|-88.5417306
Washburn County|45.8924633|-91.7964225
Washington County|43.3911560|-88.2329166
Waukesha County|43.0193081|-88.3067069
Waupaca County|44.4780040|-88.9670056
Waushara County|44.1128248|-89.2397520
Winnebago County|44.0857068|-88.6681488
Wood County|44.4614126|-90.0388252
Albany County|41.6655141|-105.7218826
Big Horn County|44.5256543|-107.9933205
Campbell County|44.2413213|-105.5520294
Carbon County|41.7035904|-106.9331526
Converse County|42.9728389|-105.5073672
Crook County|44.5892657|-104.5672975
Fremont County|43.0553034|-108.6055310
Goshen County|42.0895800|-104.3534821
Hot Springs County|43.7208707|-108.4356515
Johnson County|44.0440477|-106.5885406
Laramie County|41.2928302|-104.6603950
Lincoln County|42.2287879|-110.6798417
Natrona County|42.9736408|-106.7648769
Niobrara County|43.0621590|-104.4683727
Park County|44.4923865|-109.5935975
Platte County|42.1303194|-104.9608093
Sheridan County|44.7813692|-106.8812114
Sublette County|42.7679284|-109.9161701
Sweetwater County|41.6603393|-108.8756762
Teton County|44.0493205|-110.5881023
Uinta County|41.2847255|-110.5589468
Washakie County|43.8788305|-107.6690520
Weston County|43.8462133|-104.5700202
