Id,Plattform,Ende,Seiteninteraktionen,„Gefällt mir“-Angaben für Seite,Beitragskommentare,Beitragsinteraktionen,Beitragsreaktionen,Geteilte Beiträge,Fotoaufrufe,Kosten pro Seiteninteraktion (EUR),Kosten pro „Gefällt mir“ für Seite (EUR),Kosten pro Beitragskommentar (EUR),Kosten pro Beitragsinteraktion (EUR),Kosten pro Beitragsreaktion (EUR),Kosten pro geteiltem Beitrag (EUR),Kosten pro Fotoaufruf (EUR),Durchschnittliche Wiedergabedauer,Videowiedergabe in %,Link-Klicks,Individuelle Link-Klicks,Ausgehende Klicks,Individuelle ausgehende Klicks,CTR (Link-Klickrate),Individuelle CTR (Link-Klickrate),Ausgehende CTR (Klickrate),Individuelle ausgehende CTR (Klickrate),Individuelle Klicks (alle),Individuelle CTR (alle),CPC (Kosten pro Link-Klick) (EUR),Kosten pro individuellem Link-Klick (EUR),Kosten pro ausgehendem Klick (EUR),Kosten pro individuellem ausgehendem Klick (EUR),Kosten pro individuellem Klick (alle) (EUR),Geschätzte Steigerung der Werbeerinnerung (Personen),Geschätzte Steigerungsrate der Werbeerinnerung,Ziel,Ergebnisse,Indikator für Ergebnisse,Ergebnisrate,Reichweite,Frequenz,Impressionen,Auslieferung,Ausgegebener Betrag (EUR),Klicks (alle),CPC (alle) (EUR),CTR (alle),Brutto-Impressionen (enthält ungültige Impressionen von nicht Non-Human Traffic),Kosten pro Ergebnis,Kosten pro 1.000 erreichten Personen (EUR),CPM (Kosten pro 1.000 Impressionen) (EUR)
54,Facebook,3/4/2018,65,1,4,64,46,4,10,"0,03953846154","2,57","0,6425","0,04015625","0,05586956522","0,6425","0,257",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,69,"5,014534884",NA,NA,NA,NA,"0,03724637681",220,"15,98837209",Interaktionen,64,actions:post_engagement,"4,377564979",1376,"1,0625",1462,completed,"2,57",73,"0,03520547945","4,993160055",1480,"0,04015625","1,867732558","1,757865937"
55,Facebook,3/11/2018,281,3,1,278,52,6,NA,"0,7239501779","67,81","203,43","0,7317625899","3,912115385","33,905",NA,0:00:00,0,219,207,219,205,"0,1531789886","0,4652312671","0,1531789886","0,460736279",310,"0,6967231537","0,9289041096","0,9827536232","0,9289041096","0,9923414634","0,6562258065",0,0,Traffic,219,actions:link_click,"0,1531789886",44494,"3,213242235",142970,completed,"203,43",355,"0,5730422535","0,24830384",143724,"0,9289041096","4,572077134","1,42288592"
56,Instagram,3/11/2018,100,NA,NA,100,79,1,NA,"0,1885",NA,NA,"0,1885","0,2386075949","18,85",NA,0:00:00,0,20,20,20,20,"0,5934718101","0,6443298969","0,5934718101","0,6443298969",20,"0,6443298969","0,9425","0,9425","0,9425","0,9425","0,9425",0,0,Traffic,20,actions:link_click,"0,5934718101",3104,"1,085695876",3370,completed,"18,85",20,"0,9425","0,5934718101",3374,"0,9425","6,072809278","5,59347181"
57,Instagram,3/15/2018,62194,NA,5,62194,812,53,NA,"0,02411792134",NA,"299,998","0,02411792134","1,847278325","28,30169811",NA,0:00:02,"18,42",10607,9996,10607,10150,"1,426304678","2,67779647","1,426304678","2,719051038",11024,"2,953184103","0,1414151032","0,1500590236","0,1414151032","0,147782266","0,1360658563",0,0,Traffic,10607,actions:link_click,"1,426304678",373292,"1,992193779",743670,completed,"1499,99",11870,"0,126368155","1,596138072",745360,"0,1414151032","4,018275238","2,017010233"
58,Instagram,3/4/2018,265,NA,1,265,263,1,NA,"0,0440754717",NA,"11,68","0,0440754717","0,04441064639","11,68",NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,2,"0,1494768311",NA,NA,NA,NA,"5,84",70,"5,231689088",Interaktionen,265,actions:post_engagement,"19,76137211",1338,"1,002242152",1341,completed,"11,68",2,"5,84","0,149142431",1342,"0,0440754717","8,729446936","8,709917972"
59,Messenger,4/14/2018,38,NA,NA,38,NA,NA,NA,"1,007631579",NA,NA,"1,007631579",NA,NA,NA,0:00:00,0,38,38,38,38,"0,4584942085","0,5140692641","0,4584942085","0,5140692641",38,"0,5140692641","1,007631579","1,007631579","1,007631579","1,007631579","1,007631579",0,0,Traffic,38,actions:link_click,"0,4584942085",7392,"1,121212121",8288,completed,"38,29",38,"1,007631579","0,4584942085",9182,"1,007631579","5,179924242","4,619932432"
60,Messenger,3/11/2018,23,NA,NA,23,NA,NA,NA,"0,9313043478",NA,NA,"0,9313043478",NA,NA,NA,0:00:00,0,23,23,23,23,"0,6902761104","0,8075842697","0,6902761104","0,8075842697",23,"0,8075842697","0,9313043478","0,9313043478","0,9313043478","0,9313043478","0,9313043478",0,0,Traffic,23,actions:link_click,"0,6902761104",2848,"1,16994382",3332,completed,"21,42",23,"0,9313043478","0,6902761104",3719,"0,9313043478","7,521067416","6,428571429"
61,Messenger,2/25/2018,276,NA,NA,276,NA,NA,NA,"0,618219824",NA,NA,"0,618219824",NA,NA,NA,0:00:00,0,276,270,276,267,"0,994272128","1,285285857","0,994272128","1,271004903",272,"1,294806493","0,618219824","0,6319580423","0,618219824","0,6390586944","0,627311292",0,0,Traffic,276,actions:link_click,"0,994272128",21007,"1,321416671",27759,completed,"170,6286714",281,"0,6072194712","1,012284304",31744,"0,618219824","8,12246734","6,146787399"
62,Nicht kategorisiert,3/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,9,NA,0,0
63,Nicht kategorisiert,3/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Videoaufrufe,NA,NA,NA,0,0,0,completed,0,0,0,0,22,NA,0,0
64,Nicht kategorisiert,3/15/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,40,NA,0,0
65,Nicht kategorisiert,3/29/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,4,NA,0,0
66,Nicht kategorisiert,4/14/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,1,NA,0,0
67,Nicht kategorisiert,2/25/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,6,NA,0,0
68,Audience Network,2/9/2018,448,NA,NA,448,NA,NA,NA,"0,1857142857",NA,NA,"0,1857142857",NA,NA,NA,0:00:00,0,448,424,448,425,"0,6481481481","1,235467234","0,6481481481","1,238381072",405,"1,180104315","0,1857142857","0,1962264151","0,1857142857","0,1957647059","0,2054320988",0,0,Traffic,448,actions:link_click,"0,6481481481",34319,"2,014044698",69120,completed,"83,2",424,"0,1962264151","0,6134259259",74747,"0,1857142857","2,424313063","1,203703704"
69,Facebook,2/9/2018,330,6,3,324,98,9,NA,"0,4371212121","24,04166667","48,08333333","0,4452160494","1,471938776","16,02777778",NA,0:00:00,0,214,201,214,201,"0,8469880472","1,416290868","0,8469880472","1,416290868",377,"2,656426156","0,6740654206","0,7176616915","0,6740654206","0,7176616915","0,3826259947",0,0,Traffic,214,actions:link_click,"0,8469880472",14192,"1,78029876",25266,completed,"144,25",459,"0,3142701525","1,816670625",25833,"0,6740654206","10,164177","5,709253542"
70,Instagram,2/9/2018,87,NA,NA,87,67,NA,NA,"0,1359770115",NA,NA,"0,1359770115","0,1765671642",NA,NA,0:00:00,0,20,20,20,20,"1,08401084","1,201923077","1,08401084","1,201923077",20,"1,201923077","0,5915","0,5915","0,5915","0,5915","0,5915",0,0,Traffic,20,actions:link_click,"1,08401084",1664,"1,108774038",1845,completed,"11,83",20,"0,5915","1,08401084",1849,"0,5915","7,109375","6,411924119"
71,Messenger,2/9/2018,260,NA,NA,260,NA,NA,NA,"0,6181538462",NA,NA,"0,6181538462",NA,NA,NA,0:00:00,0,260,258,260,263,"0,9783631232","1,233741393","0,9783631232","1,257651109",257,"1,228959449","0,6181538462","0,6229457364","0,6181538462","0,6111026616","0,6253696498",0,0,Traffic,260,actions:link_click,"0,9783631232",20912,"1,270801454",26575,completed,"160,72",261,"0,6157854406","0,9821260583",30823,"0,6181538462","7,685539403","6,047789276"
72,Nicht kategorisiert,2/9/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,2,NA,0,0
73,Audience Network,2/8/2018,7096,NA,NA,7096,NA,NA,NA,"0,009975544064",NA,NA,"0,009975544064",NA,NA,NA,0:00:12,"36,83",NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,40,"1,193317422",Videoaufrufe,7096,actions:video_view,"95,22275899",3352,"2,223150358",7452,completed,"70,78646068",0,0,0,7495,"0,009975544064","21,1176792","9,498988282"
74,Facebook,2/8/2018,32400,5,3,32395,70,6,NA,"0,003988072201","25,84270786","43,07117977","0,00398868774","1,845907705","21,53558989",NA,0:00:05,"17,12",21,19,21,19,"0,03425271983","0,05606869891","0,03425271983","0,05606869891",826,"2,437512911","6,153025682","6,800712596","6,153025682","6,800712596","0,1564328563",4570,"13,48599758",Videoaufrufe,32295,actions:video_view,"52,67578985",33887,"1,809218874",61309,completed,"129,2135393",888,"0,1455107425","1,448400724",62521,"0,00400103853","3,813071069","2,107578648"
75,Facebook,2/11/2018,1701,14,167,1687,1019,64,437,"0,2351557907","28,57142857","2,395209581","0,237107291","0,3925417076","6,25","0,9153318078",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,1965,"5,657443929",NA,NA,NA,NA,"0,203562341",7350,"21,16143149",Interaktionen,1687,actions:post_engagement,"2,57679207",34733,"1,88492212",65469,completed,400,2319,"0,1724881414","3,542134445",66653,"0,237107291","11,5164253","6,109761872"
76,Facebook,2/5/2018,2218,26,58,2192,1426,125,583,"0,180342651","15,38461538","6,896551724","0,1824817518","0,2805049088","3,2","0,6861063465",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,2728,"6,717888101",NA,NA,NA,NA,"0,146627566",9230,"22,72951143",Interaktionen,2192,actions:post_engagement,"2,477900115",40608,"2,178437746",88462,completed,400,3015,"0,1326699834","3,408243087",89984,"0,1824817518","9,850275808","4,521715539"
77,Facebook,2/2/2018,1632,20,30,1612,807,73,702,"0,1838235294",15,10,"0,1861042184","0,3717472119","4,109589041","0,4273504274",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,2363,"7,48187316",NA,NA,NA,NA,"0,1269572577",5600,"17,73105785",Interaktionen,1612,actions:post_engagement,"2,723110968",31583,"1,874331128",59197,completed,300,2725,"0,1100917431","4,603273815",60237,"0,1861042184","9,49878099","5,067824383"
78,Facebook,2/11/2018,1495,15,22,1480,815,106,377,"0,2006688963",20,"13,63636364","0,2027027027","0,3680981595","2,830188679","0,7957559682",0:00:00,0,160,145,160,146,"0,3425317377","0,6892290142","0,3425317377","0,6939823177",1575,"7,486453085","1,875","2,068965517","1,875","2,054794521","0,1904761905",5490,"26,09563647",Interaktionen,1480,actions:post_engagement,"3,168418574",21038,"2,220315619",46711,completed,300,1910,"0,1570680628","4,088972619",47645,"0,2027027027","14,25991064","6,422470082"
79,Facebook,2/9/2018,881,18,21,863,528,18,254,"0,4532009081","22,18166667","19,01285714","0,4626535342","0,7561931818","22,18166667","1,571929134",0:00:00,0,42,42,42,41,"0,09322146757","0,1876424072","0,09322146757","0,1831747308",1159,"5,178036903","9,506428571","9,506428571","9,506428571","9,738292683","0,3444952545",5500,"24,57221999",Interaktionen,863,actions:post_engagement,"1,915479203",22383,"2,012866908",45054,completed,"399,27",1297,"0,3078411719","2,878767701",45885,"0,4626535342","17,83809141","8,862032228"
80,Facebook,2/7/2018,860,15,8,845,479,59,255,"0,3488372093",20,"37,5","0,3550295858","0,6263048017","5,084745763","1,176470588",0:00:00,0,44,42,44,41,"0,1136334289","0,2184882693","0,1136334289","0,2132861676",1019,"5,30094158","6,818181818","7,142857143","6,818181818","7,317073171","0,2944062807",4340,"22,57712116",Interaktionen,845,actions:post_engagement,"2,18227835",19223,"2,01430578",38721,completed,300,1107,"0,27100271","2,858913768",39460,"0,3550295858","15,60630495","7,747733788"
81,Nicht kategorisiert,2/8/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Videoaufrufe,NA,NA,NA,0,0,0,completed,0,0,0,0,3,NA,0,0
82,Nicht kategorisiert,2/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,5,NA,0,0
83,Nicht kategorisiert,2/5/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,1,NA,0,0
84,Nicht kategorisiert,2/2/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,2,NA,0,0
85,Nicht kategorisiert,2/11/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,4,NA,0,0
86,Nicht kategorisiert,2/9/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,2,NA,0,0
87,Nicht kategorisiert,2/7/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,3,NA,0,0
88,Facebook,1/31/2018,1762,76,108,1686,943,46,486,"0,170261067","3,947368421","2,777777778","0,1779359431","0,3181336161","6,52173913","0,6172839506",0:00:00,0,103,99,103,98,"0,1900895082","0,2360121105","0,1900895082","0,2336281498",3396,"8,095930579","2,912621359","3,03030303","2,912621359","3,06122449","0,08833922261",4370,"10,41790831",Interaktionen,1686,actions:post_engagement,"3,11156224",41947,"1,291749112",54185,completed,300,3765,"0,0796812749","6,948417459",55747,"0,1779359431","7,151882137","5,536587616"
89,Nicht kategorisiert,1/31/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,7,NA,0,0
90,Audience Network,3/2/2018,811,NA,NA,811,NA,NA,NA,"0,2965104809",NA,NA,"0,2965104809",NA,NA,NA,0:00:00,0,811,718,811,743,"0,7327827674","1,618940248","0,7327827674","1,675310034",706,"1,591882751","0,2965104809","0,3349164345","0,2965104809","0,3236473755","0,3406090652",0,0,Traffic,811,actions:link_click,"0,7327827674",44350,"2,495467869",110674,completed,"240,47",771,"0,3118936446","0,6966405841",120020,"0,2965104809","5,422096956","2,172777708"
91,Facebook,3/2/2018,2505,71,27,2434,144,23,NA,"0,8470738523","29,88619718","78,58962963","0,8717830731","14,73555556","92,2573913",NA,0:00:00,0,2240,1884,2240,1825,"0,6811844094","2,108797851","0,6811844094","2,042758003",3170,"3,548242668","0,9472857143","1,126284501","0,9472857143","1,16269589","0,6693753943",0,0,Traffic,2240,actions:link_click,"0,6811844094",89340,"3,680758899",328839,completed,"2121,92",4245,"0,4998633687","1,290905276",335782,"0,9472857143","23,75106335","6,452762598"
92,Facebook,1/30/2018,11512,5,2,11507,33,3,NA,"0,008686587908",20,50,"0,008690362388","3,03030303","33,33333333",NA,0:00:05,"26,96",NA,NA,NA,NA,NA,0,NA,NA,178,"0,7420995581",NA,NA,NA,NA,"0,5617977528",2530,"10,54781956",Videoaufrufe,11469,actions:video_view,"40,49359178",23986,"1,180813808",28323,completed,100,186,"0,5376344086","0,6567100943",28687,"0,008719155986","4,169098641","3,530699432"
93,Facebook,1/28/2018,3482,45,78,3437,2370,304,685,"0,08615738082","6,666666667","3,846153846","0,08728542333","0,1265822785","0,9868421053","0,4379562044",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,3509,"8,148715805",NA,NA,NA,NA,"0,08549444286",5490,"12,7490595",Interaktionen,3437,actions:post_engagement,"4,430151324",43062,"1,801634852",77582,completed,300,3868,"0,07755946225","4,985692558",79951,"0,08728542333","6,966699178","3,866876337"
94,Facebook,1/27/2018,757,4,8,753,608,51,75,"0,08088507266","15,3075","7,65375","0,08131474104","0,1007072368","1,200588235","0,8164",0:00:00,0,11,10,11,10,"0,09143047128","0,08969414297","0,09143047128","0,08969414297",824,"7,390797381","5,566363636","6,123","5,566363636","6,123","0,07430825243",1540,"13,81289802",Interaktionen,753,actions:post_engagement,"6,258831352",11149,"1,079110234",12031,completed,"61,23",853,"0,07178194607","7,090017455",12351,"0,08131474104","5,491972374","5,089352506"
95,Facebook,1/24/2018,12695,29,7,12666,98,3,NA,"0,0147002757","6,435172414","26,66","0,01473393336","1,904285714","62,20666667",NA,0:00:04,"21,35",40,37,40,37,"0,1033217957","0,1242736708","0,1033217957","0,1242736708",407,"1,367010379","4,6655","5,043783784","4,6655","5,043783784","0,4585257985",3820,"12,83041682",Videoaufrufe,12518,actions:video_view,"32,33455597",29773,"1,300305646",38714,completed,"186,62",441,"0,4231746032","1,139122798",39340,"0,01490813229","6,268095254","4,82047838"
96,Facebook,1/24/2018,27611,21,53,27590,52,3,NA,"0,01448697983","19,04761905","7,547169811","0,01449800652","7,692307692","133,3333333",NA,0:00:04,"29,05",NA,NA,NA,NA,NA,0,NA,NA,845,"1,513116662",NA,NA,NA,NA,"0,4733727811",6740,"12,06911989",Videoaufrufe,27482,actions:video_view,"35,86979221",55845,"1,371940192",76616,completed,400,940,"0,4255319149","1,226897776",78328,"0,01455498144","7,162682425","5,2208416"
97,Facebook,1/21/2018,4057,43,115,4014,1973,214,1712,"0,04929751048","4,651162791","1,739130435","0,04982561036","0,1013684744","0,9345794393","0,1168224299",0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,4019,"7,434744806",NA,NA,NA,NA,"0,04976362279",5390,"9,970956583",Interaktionen,4014,actions:post_engagement,"5,57755638",54057,"1,331316943",71967,completed,200,4286,"0,04666355576","5,955507385",73836,"0,04982561036","3,699798361","2,77905151"
98,Instagram,3/2/2018,58,NA,1,58,37,NA,NA,"0,359137931",NA,"20,83","0,359137931","0,562972973",NA,NA,0:00:00,0,20,16,20,20,"0,8126777733","0,8333333333","0,8126777733","1,041666667",20,"1,041666667","1,0415","1,301875","1,0415","1,0415","1,0415",0,0,Traffic,20,actions:link_click,"0,8126777733",1920,"1,281770833",2461,completed,"20,83",20,"1,0415","0,8126777733",2465,"1,0415","10,84895833","8,464039009"
99,Messenger,3/2/2018,725,NA,NA,725,NA,NA,NA,"0,8507310345",NA,NA,"0,8507310345",NA,NA,NA,0:00:00,0,725,704,725,690,"0,7337388295","1,372480212","0,7337388295","1,345186572",678,"1,321792022","0,8507310345","0,8761079545","0,8507310345","0,893884058","0,9097050147",0,0,Traffic,725,actions:link_click,"0,7337388295",51294,"1,926326666",98809,completed,"616,78",728,"0,8472252747","0,7367749901",111455,"0,8507310345","12,02440831","6,242143934"
100,Nicht kategorisiert,3/2/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,24,NA,0,0
101,Nicht kategorisiert,1/30/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Videoaufrufe,NA,NA,NA,0,0,0,completed,0,0,0,0,16,NA,0,0
102,Nicht kategorisiert,1/28/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,3,NA,0,0
103,Nicht kategorisiert,1/24/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Videoaufrufe,NA,NA,NA,0,0,0,completed,0,0,0,0,4,NA,0,0
104,Nicht kategorisiert,1/24/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Videoaufrufe,NA,NA,NA,0,0,0,completed,0,0,0,0,15,NA,0,0
105,Nicht kategorisiert,1/21/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,9,NA,0,0
106,Facebook,1/21/2018,3247,34,73,3213,2129,377,524,"0,06159531876","5,882352941","2,739726027","0,06224712107","0,09394081729","0,5305039788","0,3816793893",0:00:00,0,110,97,110,95,"0,2122445829","0,3286909966","0,2122445829","0,3219138626",3066,"10,38934635","1,818181818","2,06185567","1,818181818","2,105263158","0,06523157208",3220,"10,91118566",Interaktionen,3213,actions:post_engagement,"6,199471318",29511,"1,756192606",51827,completed,200,3478,"0,05750431282","6,710787813",53286,"0,06224712107","6,77713395","3,858992417"
107,Nicht kategorisiert,1/21/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Interaktionen,NA,NA,NA,0,0,0,completed,0,0,0,0,2,NA,0,0
108,Audience Network,1/19/2018,8567,NA,NA,8567,NA,NA,NA,"0,01610864359",NA,NA,"0,01610864359",NA,NA,NA,0:00:09,"57,18",NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,680,"11,36553568",Videoaufrufe,8567,actions:video_view,"91,36184281",5983,"1,567273943",9377,completed,"138,0027497",0,0,0,9710,"0,01610864359","23,06581141","14,71715364"
109,Audience Network,1/24/2018,403,NA,NA,403,NA,NA,NA,"0,2449379653",NA,NA,"0,2449379653",NA,NA,NA,0:00:00,0,403,373,403,380,"0,6950792528","1,612903226","0,6950792528","1,643172187",360,"1,55668944","0,2449379653","0,2646380697","0,2449379653","0,2597631579","0,2741944444",0,0,Traffic,403,actions:link_click,"0,6950792528",23126,"2,507091585",57979,completed,"98,71",386,"0,2557253886","0,6657582918",62527,"0,2449379653","4,268355963","1,702512979"
110,Audience Network,1/19/2018,9,NA,NA,9,NA,NA,NA,"0,3599588618",NA,NA,"0,3599588618",NA,NA,NA,0:00:00,0,9,9,9,9,"0,3164556962","0,5514705882","0,3164556962","0,5514705882",8,"0,4901960784","0,3599588618","0,3599588618","0,3599588618","0,3599588618","0,4049537196",0,0,Traffic,9,actions:link_click,"0,3164556962",1632,"1,742647059",2844,completed,"3,239629757",8,"0,4049537196","0,2812939522",3061,"0,3599588618","1,985067253","1,139110322"
111,Facebook,1/21/2018,3168,69,59,3099,773,77,964,"0,06313131313","2,898550725","3,389830508","0,0645369474","0,2587322122","2,597402597","0,2074688797",0:00:00,0,1226,1097,1226,1090,"2,433940164","3,065872949","2,433940164","3,046309494",3163,"8,839887091","0,163132137","0,1823154057","0,163132137","0,1834862385","0,06323110971",3550,"9,9214667",Interaktionen,3099,actions:post_engagement,"6,152349566",35781,"1,407758307",50371,completed,200,4145,"0,0482509047","8,228941256",51912,"0,0645369474","5,589558704","3,970538604"
112,Facebook,1/19/2018,676,24,4,652,36,4,NA,"0,4959640285","13,96965347","83,81792081","0,5142203731","9,313102312","83,81792081",NA,0:00:00,0,608,584,608,580,"0,7803475627","1,282220173","0,7803475627","1,273437843",756,"1,659860361","0,5514336895","0,574095348","0,5514336895","0,5780546263","0,4434810625",0,0,Traffic,608,actions:link_click,"0,7803475627",45546,"1,71066614",77914,completed,"335,2716832",861,"0,3893980061","1,105064558",79687,"0,5514336895","7,361166364","4,303099356"
113,Facebook,1/17/2018,3095,30,39,3065,1388,131,1439,"0,0549273021","5,666666667","4,358974359","0,05546492659","0,1224783862","1,297709924","0,1181375956",0:00:00,0,68,63,68,63,"0,1119341564","0,113172975","0,1119341564","0,113172975",3836,"6,890976701","2,5","2,698412698","2,5","2,698412698","0,04431699687",5130,"9,21551368",Interaktionen,3065,actions:post_engagement,"5,04526749",55667,"1,09131083",60750,completed,170,4175,"0,04071856287","6,872427984",62553,"0,05546492659","3,053873929","2,798353909"
